================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 22:01
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 137 只股票
累计交易日: 16433 天
严苛信号数: 327 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
688787.SH      20260306     20260309        83  +11.77%   143.83    +4.29%    +9.09%    -9.95%   -16.18%
002812.SZ      20260421     20260422        59   +5.11%    75.08    -6.55%   +12.51%    +8.94%    -7.57%
002812.SZ      20260424     20260427        67  +10.01%    80.24    -2.16%    +6.32%    -5.56%   -10.51%
002812.SZ      20260427     20260428        65   +4.76%    80.86    +4.46%    +0.51%    -5.45%   -12.85%
300184.SZ      20260507     20260508        46   +9.06%    14.82    +1.35%    -4.45%    -0.94%   +14.71%
300184.SZ      20260625     20260626        83   +5.21%    17.76    -2.76%    -2.76%    -2.76%    -2.76%
002386.SZ      20260622     20260623        45   +9.98%     6.05    +0.66%    -2.31%    -2.31%    -2.31%
002384.SZ      20260409     20260410        78  +10.00%   132.30   +10.98%   +22.52%   +42.03%   +66.86%
002545.SZ      20260302     20260303        78   +9.99%    30.26    -5.55%   -12.95%   -21.58%   -27.73%
688700.SH      20260407     20260408        64   +8.68%    57.97    +1.50%    +0.28%   +12.13%   +13.16%
300738.SZ      20260212     20260213        46   +5.22%    25.80    -7.75%    -1.98%    -3.84%   -18.88%
300738.SZ      20260408     20260409        53  +12.04%    22.55    -0.22%   +15.03%    +8.91%   +14.32%
600770.SH      20260428     20260429        45  +10.06%     7.32    +4.10%   +12.98%    -3.96%   -15.98%
600770.SH      20260625     20260626        65   +5.72%     6.39    +6.73%    +6.73%    +6.73%    +6.73%
002256.SZ      20260414     20260415        47   +6.82%     4.26    -2.58%    +5.87%    +7.28%   +15.26%
002256.SZ      20260422     20260423        50  +10.00%     4.51    -1.33%    +1.77%   +16.63%    -2.00%
002256.SZ      20260508     20260511        49  +10.00%     5.53    -4.88%   -11.21%   -16.82%   -29.66%
002256.SZ      20260511     20260512        57   +4.55%     5.49    -4.92%    -9.84%   -19.49%   -27.69%
001339.SZ      20260310     20260311        58   +6.77%    77.82    -6.71%    -9.41%   -17.68%   -17.93%
001339.SZ      20260414     20260415        53   +4.48%    67.01    +8.42%   +10.48%   +34.04%   +59.27%
001339.SZ      20260416     20260417        57   +7.76%    71.82    -0.84%   +12.42%   +31.16%   +60.86%
001339.SZ      20260424     20260427        60  +10.00%    80.00   +10.00%   +26.00%   +29.63%   +33.29%
000657.SZ      20260506     20260507        60   +6.53%    62.88    -3.83%    -6.09%    -9.81%   +18.21%
000657.SZ      20260526     20260527        46   +5.42%    68.80    +0.25%    +4.23%    +5.96%   +53.60%
000657.SZ      20260611     20260612        69   +6.93%    80.31    +8.21%   +34.89%   +23.91%   +23.91%
688378.SH      20260408     20260409        53   +8.03%    36.00    +2.36%    +4.33%    +7.75%   +32.67%
688378.SH      20260604     20260605        82  +20.00%    50.54    -1.37%   -13.73%   +14.07%   +15.93%
688378.SH      20260617     20260618        77  +13.89%    54.80    +5.20%    +6.92%    +6.92%    +6.92%
300806.SZ      20260414     20260415        83   +4.38%    52.58    +3.44%   +32.18%   +39.96%   +59.74%
300806.SZ      20260416     20260417        78   +4.70%    55.63   +22.92%   +23.28%   +43.74%   +54.41%
300806.SZ      20260417     20260420        89  +20.00%    65.27    +6.31%    +8.17%   +27.21%   +27.15%
600186.SH      20260415     20260416        44   +5.05%     7.54    +4.64%   +25.33%   +42.18%   +53.32%
600186.SH      20260416     20260417        46   +5.85%     8.02    -1.87%   +13.97%   +42.14%   +37.53%
300548.SZ      20260311     20260312        53   +6.85%   162.67    -2.35%   -11.75%    -8.54%   +37.58%
300548.SZ      20260330     20260331        51   +5.71%   156.03    +2.18%   +32.28%   +51.77%   +58.62%
300548.SZ      20260407     20260408        55   +9.64%   190.00   +22.03%   +24.63%   +46.98%   +45.09%
300548.SZ      20260408     20260409        63  +13.96%   200.11   +11.84%   +20.56%   +35.41%   +35.83%
002354.SZ      20260210     20260211        44   +4.50%     7.65    -4.31%   -13.20%   -18.56%   -21.31%
002354.SZ      20260609     20260610        50   +9.96%     8.28    -3.62%   -15.10%    -3.02%    +6.64%
002354.SZ      20260610     20260611        61  +10.05%     8.75   -14.06%   -11.66%    +0.91%    +0.91%
002192.SZ      20260327     20260330        53  +10.00%    83.35    -8.48%   -14.48%    -4.62%    +8.29%
002192.SZ      20260330     20260331        63   +5.10%    82.24   -14.12%   -12.84%    -8.46%   +20.73%
002192.SZ      20260413     20260414        72   +7.04%    77.54    -2.91%    +4.04%   +16.40%   +18.21%
688428.SH      20260401     20260402        44   +6.70%    28.84    +1.87%    +0.17%    +6.80%    -8.77%
300861.SZ      20260622     20260623        66   +4.44%    24.99    +0.68%    -1.24%    -1.24%    -1.24%
301099.SZ      20260421     20260422        42   +9.46%    56.56    -4.14%    +4.54%   +17.57%   +21.27%
688758.SH      20260611     20260612        47   +7.40%    19.20    +5.63%    +0.42%    +0.00%    +0.00%
688758.SH      20260612     20260615        44   +4.42%    19.66    +3.71%    -1.07%    -2.34%    -2.34%
603268.SH      20260421     20260422        72   +6.12%   140.97    +1.07%    +1.94%   +14.56%    -1.40%
600522.SH      20260330     20260331        77   +7.17%    28.86    +1.04%    +6.38%    -3.67%   +18.78%
600522.SH      20260421     20260422        77   +4.81%    32.54    +4.70%    +5.35%   +34.79%   +31.81%
600522.SH      20260422     20260423        81   +7.34%    34.00    -2.32%    -2.59%   +29.65%   +19.06%
300480.SZ      20260427     20260428        69   +5.88%    36.25    +0.25%    +3.01%    +7.31%    -8.63%
300480.SZ      20260624     20260625        70  +10.63%    39.27    +1.17%    +1.17%    +1.17%    +1.17%
002685.SZ      20260430     20260506        48   +9.98%     8.98    +5.57%    +1.78%    +1.11%   -19.93%
002281.SZ      20260312     20260313        48   +8.01%    93.10   -10.31%   -10.76%    -9.24%   +22.16%
002281.SZ      20260403     20260407        58   +7.74%    92.00    +6.80%   +21.09%   +32.38%   +96.43%
002281.SZ      20260409     20260410        60  +10.00%   111.72    +1.80%    +4.57%   +15.20%   +77.20%
688353.SH      20260414     20260415        43   +7.74%   131.13    -4.96%    -2.95%    -4.00%   -23.02%
688353.SH      20260429     20260430        47   +8.08%   110.77    +2.28%    -5.57%   -11.27%   -23.97%
688353.SH      20260617     20260618        45   +6.75%   116.42    +4.90%    -5.52%    -5.52%    -5.52%
300489.SZ      20260410     20260413        63  +10.37%    67.67    -0.75%   +12.31%   +45.71%   +83.06%
603196.SH      20260424     20260427        45   +6.66%    34.35   -15.69%   -15.90%   -16.62%   -26.46%
301500.SZ      20260407     20260408        83   +8.21%    22.84    +7.71%    +3.50%    +8.98%   +37.08%
301500.SZ      20260408     20260409        88  +14.47%    24.27    +1.85%    +0.29%    +4.24%   +24.19%
301500.SZ      20260427     20260428        82  +19.98%    31.51    -6.22%    -2.25%    -7.84%   -20.06%
301500.SZ      20260612     20260615        89  +15.24%    28.27    +0.14%    -2.58%    -6.23%    -6.23%
301500.SZ      20260622     20260623        80   +8.11%    29.42    -5.81%    -9.89%    -9.89%    -9.89%
002745.SZ      20260617     20260618        48   +7.53%    11.49    +1.48%   +11.23%   +11.23%   +11.23%
002132.SZ      20260429     20260430        38   +4.75%     4.81    +4.57%   +18.09%   +12.68%    +0.83%
002132.SZ      20260604     20260605        85   +5.06%     5.46    +5.86%    -4.95%    -6.41%    -0.37%
002132.SZ      20260605     20260608        83   +4.46%     5.53    +3.07%    -3.98%    -5.97%    -1.63%
002132.SZ      20260624     20260625        77   +5.58%     5.44    +0.00%    +0.00%    +0.00%    +0.00%
603248.SH      20260317     20260318        53   +9.99%    35.14   -15.34%   -19.75%   -14.43%   -22.85%
603248.SH      20260506     20260507        65  +10.00%    29.10    +3.30%    -1.27%    +0.62%    -9.86%
603248.SH      20260507     20260508        61   +5.57%    29.50    +2.41%    +7.12%    +0.31%   -12.85%
603248.SH      20260520     20260521        58   +4.04%    31.95    -7.39%   -13.49%   -17.90%   -27.07%
688110.SH      20260306     20260309        40   +6.45%   140.67    +7.91%    -2.58%   -15.73%   -21.65%
688110.SH      20260506     20260507        45   +6.42%   152.62    +1.45%    +4.57%    -9.12%   -13.50%
688110.SH      20260617     20260618        69   +9.14%   160.00    -0.45%   +19.08%   +19.08%   +19.08%
605196.SH      20260416     20260417        62   +5.40%    49.58    +0.87%    -9.84%   -13.78%   -15.39%
300249.SZ      20260318     20260319        51  +13.51%    18.48    -4.33%   -10.98%   -16.34%    -3.41%
300249.SZ      20260416     20260417        39   +4.38%    17.82    +3.70%    -0.95%    +1.07%    +6.79%
920045.BJ      20260310     20260311        56  +17.04%   378.00    +3.57%    -7.47%    -7.67%    +0.26%
920045.BJ      20260408     20260409        50  +10.22%   362.00    +9.94%   +23.08%   +62.98%   +61.74%
920045.BJ      20260410     20260413        44   +5.01%   390.12   +12.30%   +37.65%   +43.03%   +48.93%
920045.BJ      20260413     20260414        50  +11.31%   440.10    +0.25%   +25.66%   +21.83%   +22.70%
600961.SH      20260225     20260226        65   +5.18%    22.62    +5.44%    -0.04%    -6.32%   -26.75%
600961.SH      20260227     20260302        68   +7.63%    24.96    -6.21%   -11.34%   -22.76%   -30.21%
600961.SH      20260302     20260303        70   +9.06%    25.00    -7.28%   -10.84%   -22.68%   -30.44%
600961.SH      20260422     20260423        88   +9.17%    28.58    +5.74%    -7.31%    +6.12%    -1.15%
688205.SH      20260302     20260303        61  +13.28%   192.00    -6.30%    -5.73%   -15.65%    -4.17%
688205.SH      20260310     20260311        61  +13.89%   182.74    +1.57%    -4.86%    +5.82%   +32.98%
603067.SH      20260210     20260211        44   +4.82%    36.67    +2.26%   +15.08%   +25.09%    -9.54%
603067.SH      20260407     20260408        70   +4.76%    36.45    +4.20%    -2.06%    +4.39%    +9.96%
603067.SH      20260519     20260520        45  +10.01%    43.31    -1.73%   -13.37%   -19.30%   -16.46%
603067.SH      20260622     20260623        62  +10.00%    39.33    +7.20%    +8.67%    +8.67%    +8.67%
603067.SH      20260624     20260625        56   +8.02%    44.26    -3.43%    -3.43%    -3.43%    -3.43%
600869.SH      20260422     20260423        68   +9.99%    17.13    -5.31%    -0.82%   +33.68%   +20.84%
000681.SZ      20260210     20260211        74   +9.99%    31.03    -6.09%   -16.95%   -24.30%   -29.49%
600884.SH      20260506     20260507        39   +6.25%    17.60    -5.17%   -12.50%   -17.84%   -22.84%
603308.SH      20260408     20260409        90  +10.00%    67.80    +5.32%    +1.77%   +22.42%   +10.81%
603308.SH      20260423     20260424        62  +10.01%    82.17    -2.15%    -0.95%    -2.03%   -16.43%
300715.SZ      20260520     20260521        67  +15.42%    19.53    +4.15%   +11.62%   +38.50%    -4.76%
300715.SZ      20260521     20260522        67   +6.55%    20.76    +5.15%    +2.94%   +22.83%    -6.45%
688362.SH      20260226     20260227        68   +4.91%    46.90    -0.64%   -10.00%   -16.61%   -20.04%
688362.SH      20260401     20260402        71   +7.87%    38.96    -2.41%   +10.73%   +23.72%   +25.28%
688362.SH      20260407     20260408        67   +4.68%    41.50    +6.07%   +14.53%   +15.30%   +23.59%
601233.SH      20260430     20260506        43   +4.99%    24.10    -7.39%   -10.79%   -17.10%   -15.23%
601233.SH      20260615     20260616        50   +5.25%    23.24    -6.93%    +4.35%    +3.53%    +3.53%
300672.SZ      20260209     20260210        60   +9.39%   146.51    -5.39%    -1.03%    -5.02%   +35.28%
300672.SZ      20260226     20260227        57   +6.35%   152.00    +3.88%    -7.77%    +5.78%   +11.84%
300672.SZ      20260312     20260313        70  +13.94%   155.00   +15.34%   +25.87%    +9.68%    +6.77%
300672.SZ      20260316     20260317        67  +11.19%   175.00   +13.26%    -0.55%   -11.89%    -5.94%
300672.SZ      20260318     20260319        84  +11.98%   191.75    +1.75%   -13.63%   -18.09%   -12.96%
300672.SZ      20260427     20260428        61   +9.13%   171.75    -6.49%   +24.93%   +37.19%   +91.54%
300672.SZ      20260430     20260506        62  +11.03%   185.00    +8.65%   +31.15%   +43.13%   +64.26%
301216.SZ      20260310     20260311        59  +13.72%    24.83    +3.46%    +5.64%    -0.85%   +11.44%
301216.SZ      20260312     20260313        54   +5.76%    26.04    +0.96%    -1.69%    -6.14%   +11.56%
301216.SZ      20260403     20260407        67   +5.16%    27.48    +2.91%    +3.53%    +5.97%   +10.52%
000036.SZ      20260511     20260512        41   +4.28%     6.36    -4.25%   -10.85%   -15.25%   -19.65%
002810.SZ      20260320     20260323        45   +5.21%    20.02    +2.75%   +14.39%   +12.69%   +33.27%
002810.SZ      20260330     20260331        55   +9.99%    22.97    +4.57%    +3.00%    +1.65%   +19.98%
002810.SZ      20260413     20260414        70   +5.66%    24.50    -4.69%    +8.90%   +12.04%    +0.57%
002810.SZ      20260615     20260616        69   +9.07%    25.41    -3.11%    +2.56%    -5.94%    -5.94%
300483.SZ      20260303     20260304        70  +19.99%    24.78   -13.44%   -16.87%   -14.93%   -18.81%
300483.SZ      20260518     20260519        59   +8.89%    22.71    +0.75%   -12.46%   -12.29%   -13.78%
002023.SZ      20260615     20260616        49   +6.84%    12.37    +0.24%   +12.13%    +6.14%    +6.14%
002023.SZ      20260622     20260623        47   +5.40%    13.20    +5.08%    -0.53%    -0.53%    -0.53%
002023.SZ      20260624     20260625        49   +7.52%    13.79    -4.79%    -4.79%    -4.79%    -4.79%
300624.SZ      20260209     20260210        79  +11.86%    97.74    -3.16%   -13.24%   -23.09%   -23.96%
300624.SZ      20260210     20260211        74   +5.60%   102.03    -2.68%   -17.74%   -24.99%   -28.42%
688365.SH      20260601     20260602        55  +17.96%    21.74    -6.49%    -8.14%   -15.69%   -29.16%
000066.SZ      20260309     20260310        51  +10.01%    17.45    -2.58%    -9.63%   -15.64%   -14.15%
000066.SZ      20260507     20260508        65  +10.00%    23.78    -1.60%   -13.79%   -11.98%   -28.30%
000066.SZ      20260512     20260513        79   +8.38%    24.71    -8.26%   -15.94%   -25.70%   -34.68%
000066.SZ      20260624     20260625        87   +6.92%    18.80    -1.22%    -1.22%    -1.22%    -1.22%
000066.SZ      20260625     20260626        88   +7.74%    19.70    -5.74%    -5.74%    -5.74%    -5.74%
605060.SH      20260210     20260211        60  +10.01%    58.30    +4.97%   +25.21%    +1.58%    -5.06%
000815.SZ      20260309     20260310        59   +9.99%    19.01    -6.73%   -16.04%    +8.15%    +6.84%
000815.SZ      20260324     20260325        81   +5.98%    20.81    -3.32%    -0.53%    -3.46%    -2.11%
000815.SZ      20260507     20260508        80   +5.78%    21.93    -0.41%    -4.06%   -12.49%   -28.45%
688400.SH      20260506     20260507        65   +4.84%    62.19    +7.01%    +4.21%    +2.54%   -11.53%
301323.SZ      20260409     20260410        45   +8.36%    67.32    -6.37%    -2.39%    +1.87%   +13.83%
301323.SZ      20260420     20260421        51   +4.54%    67.50    +2.92%    -2.13%    +7.91%   +23.11%
300814.SZ      20260302     20260303        52  +10.11%   108.50    +0.09%    -1.84%   -19.53%   -25.96%
300814.SZ      20260408     20260409        62   +4.86%    89.84    +8.66%    +8.99%    +8.62%   +35.24%
300814.SZ      20260430     20260506        60   +5.07%   108.80    +6.89%   +16.45%   +24.99%   +37.87%
300814.SZ      20260506     20260507        63   +7.59%   116.42    +2.22%    +5.49%    +9.29%   +32.83%
002025.SZ      20260310     20260311        66   +9.99%    58.70    +2.15%    +2.52%   +10.87%   +33.25%
002025.SZ      20260312     20260313        62   +6.14%    58.76    -2.01%    +7.96%    +8.80%   +31.65%
600188.SH      20260429     20260430        70   +7.97%    23.17    -1.21%    -9.19%    -6.13%    +2.98%
600188.SH      20260604     20260605        45   +5.01%    26.34    -4.33%   -12.87%   -24.68%   -31.74%
300041.SZ      20260622     20260623        65   +5.17%    15.10    -3.77%    +2.38%    +2.38%    +2.38%
301055.SZ      20260413     20260414        62  +17.00%    30.33    +8.80%   +15.40%    -2.97%   +20.57%
000880.SZ      20260226     20260227        50   +8.51%    36.20    -5.69%    -9.31%   -19.14%   -25.80%
002851.SZ      20260226     20260227        66   +6.11%   127.39    +3.82%    +0.76%    -7.65%   -20.52%
002851.SZ      20260302     20260303        66   +6.11%   131.81    -2.36%    -1.93%   -18.25%   -26.26%
002851.SZ      20260526     20260527        53   +4.25%   137.89    -1.74%   +14.57%    +5.60%   +24.72%
002851.SZ      20260601     20260602        55   +6.70%   140.00   +12.84%   +15.56%   +16.89%   +14.83%
002851.SZ      20260603     20260604        67   +6.78%   153.33    -4.45%    -9.08%   +17.07%    +4.85%
002851.SZ      20260617     20260618        86   +9.33%   176.75    +6.81%    -9.05%    -9.05%    -9.05%
000567.SZ      20260622     20260623        43   +4.86%     6.03    -1.16%    -5.14%    -5.14%    -5.14%
688802.SH      20260603     20260604        81  +14.01%   738.00    -3.79%    -3.52%    +4.32%    -1.03%
688802.SH      20260618     20260622        66   +5.10%   765.96    +0.39%    -4.64%    -4.64%    -4.64%
600578.SH      20260515     20260518        45  +10.05%     7.23   +14.38%   +25.03%   +16.74%   +13.97%
600578.SH      20260518     20260519        56   +9.99%     7.71    -3.50%   +18.94%   +10.12%    +5.84%
600578.SH      20260519     20260520        68   +7.26%     8.02    +2.00%   +20.95%   +16.46%    +0.00%
600578.SH      20260521     20260522        82   +9.95%     7.92   +14.14%   +18.43%    +6.82%    -5.43%
688598.SH      20260513     20260514        45   +6.28%    30.99    +3.58%   +12.04%    +9.36%   +11.62%
688598.SH      20260611     20260612        79   +5.75%    35.20   +11.85%   +76.25%   +44.12%   +44.12%
688598.SH      20260615     20260616        90  +16.14%    39.92   +24.72%   +42.33%   +27.08%   +27.08%
600460.SH      20260622     20260623        78   +7.10%    45.20   +10.64%   +11.46%   +11.46%   +11.46%
688361.SH      20260612     20260615        81   +6.43%   226.45    +6.43%   +21.84%   +56.77%   +56.77%
300723.SZ      20260529     20260601        57   +8.07%    43.00   -10.33%   -19.28%   -17.98%   -24.40%
601600.SH      20260225     20260226        49   +4.40%    13.75    -0.22%    +7.56%    +7.35%   -17.75%
