================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 23:11
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 289 只股票
累计交易日: 34676 天
严苛信号数: 532 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
001339.SZ               6~6    6.0    1        1
300773.SZ               8~8    8.0    1        1
300602.SZ             13~13   13.0    1        1
300604.SZ              8~11    9.5    4        4
301606.SZ              6~23   14.5    2        2
688378.SH             12~22   16.3    3        3
300806.SZ               6~6    6.0    1        1
600186.SH               7~7    7.0    2        2
300548.SZ              7~11    9.0    2        2
600499.SH              9~13   11.0    2        2
002354.SZ             12~13   12.5    2        2
301511.SZ              6~13   10.0    3        3
301200.SZ               6~7    6.5    2        2
688372.SH               6~6    6.0    2        2
002985.SZ               6~6    6.0    1        1
300953.SZ              8~12   10.0    2        2
600236.SH             11~11   11.0    1        1
002222.SZ               6~7    6.5    2        2
002192.SZ               8~9    8.5    2        2
688428.SH               9~9    9.0    1        1
300373.SZ              6~12    9.0    2        2
603186.SH               6~9    7.5    2        2
301099.SZ             12~12   12.0    1        1
002245.SZ             10~10   10.0    1        1
605118.SH              8~12   10.0    2        2
600295.SH               9~9    9.0    1        1
000833.SZ              6~10    8.0    3        3
603268.SH               9~9    9.0    1        1
002294.SZ              9~12   10.5    2        2
605117.SH               9~9    9.0    1        1
600549.SH             12~12   12.0    1        1
300480.SZ             12~12   12.0    1        1
300938.SZ             14~17   15.5    2        2
002685.SZ              6~12    9.0    2        2
002850.SZ               7~7    7.0    1        1
301607.SZ             10~10   10.0    1        1
002281.SZ             10~11   10.5    2        2
688353.SH              9~18   13.0    3        3
600546.SH             13~13   13.0    1        1
002202.SZ               6~9    7.7    3        3
002080.SZ             12~13   12.5    2        2
688090.SH              7~17   10.2    5        5
002115.SZ               7~7    7.0    1        1
688625.SH             11~11   11.0    1        1
600596.SH             12~12   12.0    1        1
688295.SH             20~20   20.0    1        1
688545.SH               7~7    7.0    1        1
603196.SH               8~8    8.0    1        1
301500.SZ              9~19   15.0    3        3
301536.SZ               8~8    8.0    1        1
301297.SZ               6~9    7.5    2        2
603026.SH               7~7    7.0    2        2
605580.SH              7~12   10.5    4        4
002745.SZ               9~9    9.0    1        1
601069.SH              6~12    9.0    2        2
002132.SZ               7~7    7.0    2        2
601872.SH               6~6    6.0    1        1
603248.SH               5~9    7.0    2        2
688110.SH              8~10    9.0    2        2
601208.SH             10~11   10.5    2        2
688610.SH             11~13   12.0    2        2
301128.SZ              6~23   13.0    3        3
605196.SH               7~7    7.0    1        1
000420.SZ              6~10    7.7    3        3
301392.SZ               7~7    7.0    1        1
601126.SH               6~9    7.5    2        2
301396.SZ             12~12   12.0    1        1
300249.SZ             13~13   13.0    1        1
301638.SZ              7~10    8.5    2        2
002606.SZ              9~10    9.5    2        2
301548.SZ              6~14   10.0    2        2
600206.SH              9~12   10.0    3        3
600482.SH             10~12   11.0    2        2
601991.SH             12~12   12.0    1        1
688678.SH               9~9    9.0    1        1
600961.SH              9~11   10.0    2        2
688205.SH             15~15   15.0    1        1
300855.SZ              9~12   10.5    2        2
301630.SZ              6~22   13.7    3        3
603067.SH              9~11   10.2    4        4
000722.SZ              9~12   10.5    2        2
300558.SZ              8~10    9.0    2        2
688258.SH             14~14   14.0    1        1
000681.SZ             12~12   12.0    1        1
300567.SZ              7~11    8.5    4        4
603938.SH              8~10    9.0    3        3
600884.SH               8~9    8.5    2        2
300236.SZ              6~11    8.5    4        4
300034.SZ             18~18   18.0    1        1
603296.SH              9~11   10.0    2        2
603308.SH              8~11    9.5    2        2
002039.SZ             11~11   11.0    1        1
000967.SZ              9~11   10.0    2        2
000426.SZ              8~11    9.5    2        2
002922.SZ               8~8    8.0    1        1
300666.SZ              8~12   10.0    2        2
300715.SZ              7~10    8.5    2        2
688362.SH               6~6    6.0    1        1
601233.SH               7~7    7.0    1        1
603203.SH             11~11   11.0    1        1
000062.SZ              6~12    9.0    2        2
688333.SH             23~23   23.0    1        1
300672.SZ              8~16   12.0    5        5
301216.SZ              7~17   10.3    3        3
002810.SZ              7~11    8.3    3        3
603125.SH             11~11   11.0    1        1
301086.SZ             14~14   14.0    1        1
300613.SZ               6~6    6.0    2        2
688380.SH               6~6    6.0    1        1
301232.SZ              8~22   15.0    2        2
002283.SZ               7~7    7.0    1        1
300976.SZ             12~20   16.0    2        2
300483.SZ             11~11   11.0    1        1
000506.SZ              7~12    9.5    2        2
002023.SZ               7~9    7.7    3        3
002925.SZ               5~5    5.0    1        1
300811.SZ               8~8    8.0    1        1
300919.SZ               9~9    9.0    2        2
300444.SZ             14~14   14.0    1        1
300776.SZ               9~9    9.0    1        1
002756.SZ             10~10   10.0    1        1
605016.SH             10~12   11.0    2        2
300661.SZ               6~6    6.0    1        1
688035.SH              8~11    9.2    5        5
300624.SZ               8~8    8.0    1        1
002380.SZ               6~9    7.3    3        3
688365.SH             15~15   15.0    1        1
603867.SH               7~7    7.0    1        1
300153.SZ              8~11    9.5    2        2
301162.SZ             14~14   14.0    1        1
000066.SZ               8~9    8.5    2        2
603530.SH               7~7    7.0    1        1
605305.SH               8~8    8.0    1        1
300136.SZ              9~10    9.5    2        2
301563.SZ              7~19   13.0    2        2
688328.SH              7~14    9.7    3        3
301179.SZ             13~13   13.0    1        1
601678.SH             11~11   11.0    2        2
000815.SZ             13~13   13.0    1        1
603156.SH               5~5    5.0    1        1
688046.SH               7~7    7.0    1        1
301323.SZ              6~15   10.3    3        3
300814.SZ               6~7    6.5    2        2
002025.SZ              8~13   10.5    2        2
600389.SH              9~10    9.5    2        2
600188.SH             12~12   12.0    1        1
603881.SH              8~12    9.7    3        3
605389.SH               7~7    7.0    1        1
300041.SZ               7~7    7.0    1        1
300684.SZ               9~9    9.0    1        1
688200.SH               7~7    7.0    1        1
688191.SH             19~19   19.0    1        1
300747.SZ               7~9    8.0    2        2
301389.SZ             13~13   13.0    1        1
301021.SZ              7~10    8.5    2        2
000880.SZ             10~10   10.0    1        1
002156.SZ               6~6    6.0    1        1
002851.SZ               6~9    7.8    4        4
688802.SH               7~7    7.0    1        1
603283.SH             12~12   12.0    1        1
603119.SH               6~6    6.0    1        1
002475.SZ             10~10   10.0    1        1
300400.SZ              6~14    9.8    5        5
688031.SH             13~22   17.5    2        2
603995.SH              7~11    9.0    2        2
301631.SZ             10~10   10.0    1        1
688686.SH               9~9    9.0    1        1
301349.SZ              8~11    9.3    3        3
300438.SZ             11~12   11.5    2        2
002273.SZ               9~9    9.0    1        1
603327.SH               8~8    8.0    1        1
300723.SZ             10~10   10.0    1        1
601600.SH               6~6    6.0    1        1
301286.SZ             12~15   13.5    2        2
002803.SZ              7~12    9.5    2        2
002079.SZ               6~6    6.0    1        1
000960.SZ              5~11    7.7    3        3
301292.SZ               7~9    8.0    2        2
688401.SH             10~10   10.0    1        1
605376.SH               7~7    7.0    1        1
600875.SH             12~12   12.0    1        1
603045.SH             10~10   10.0    1        1
301363.SZ               9~9    9.0    1        1
603124.SH              6~10    7.8    5        5
600744.SH               6~6    6.0    1        1
000791.SZ              8~13   10.5    2        2
301382.SZ               9~9    9.0    1        1
000811.SZ               7~9    8.0    2        2
002755.SZ               8~8    8.0    1        1
601699.SH             12~12   12.0    1        1
002488.SZ               9~9    9.0    1        1
688307.SH             15~15   15.0    1        1
601698.SH               7~9    8.0    2        2
000949.SZ             10~12   11.0    2        2
300113.SZ             22~22   22.0    1        1
600114.SH              6~10    8.0    2        2
600602.SH              5~12    8.3    3        3
301165.SZ             11~11   11.0    1        1
300488.SZ              7~14   10.5    2        2
300285.SZ               6~9    7.3    3        3
000593.SZ              6~12    9.4    5        5
603650.SH               6~6    6.0    1        1
688480.SH               6~6    6.0    1        1
688091.SH               8~8    8.0    1        1
600563.SH             11~11   11.0    1        1
603663.SH              8~12   10.0    2        2
605178.SH              7~12    9.3    3        3
603127.SH              6~10    8.0    2        2
688385.SH               7~7    7.0    1        1
603281.SH              8~13   10.5    2        2
600489.SH             13~13   13.0    1        1
688387.SH             13~13   13.0    1        1
300199.SZ               9~9    9.0    1        1
002409.SZ             11~12   11.5    2        2
000636.SZ               7~7    7.0    1        1
300093.SZ             15~15   15.0    1        1
605006.SH               7~7    7.0    1        1
600345.SH               7~9    8.0    2        2
000070.SZ              6~12    9.3    3        3
002805.SZ             12~12   12.0    1        1
002519.SZ              6~12    8.5    4        4
600089.SH               8~8    8.0    1        1
601958.SH              6~14    9.7    9        9
688331.SH              6~16   10.0    5        5
603888.SH             12~12   12.0    1        1
603077.SH              6~12    8.0    3        3
002708.SZ               9~9    9.0    1        1
688131.SH               6~6    6.0    1        1
688097.SH             12~12   12.0    1        1
688710.SH              8~18   13.0    2        2
600246.SH               8~8    8.0    1        1
000767.SZ              7~11    9.3    3        3
300593.SZ             10~10   10.0    1        1

────────────────────────────────────────────────────────────────────────────────
二、严苛信号汇总
--------------------------------------------------------------------------------
代码             信号日          入场日             评分     信号涨幅     次日开仓      +1日      +5日     +10日     +20日
--------------------------------------------------------------------------------------------------------------
002709.SZ      20260622     20260623        10   +8.35%    55.61    +1.31%   -10.07%   -10.07%   -10.07%
688002.SH      20260410     20260413         6   +4.47%   120.00    +0.32%    +9.42%   +15.00%   +16.66%
688519.SH      20260210     20260211        15  +12.63%    95.00   +11.04%   +26.95%   +16.58%   +46.74%
688498.SH      20260302     20260303        13  +11.05%   872.10    +1.66%    +5.25%    -4.80%   +15.29%
688498.SH      20260319     20260320         8   +6.86%   992.74    +3.55%   +10.82%    +9.29%   +39.78%
300503.SZ      20260331     20260401         7   +4.86%    53.41    +1.67%    -0.36%    +5.54%   +17.30%
300503.SZ      20260401     20260402         8   +6.34%    54.80    -3.18%    -4.20%    +8.19%   +20.42%
300503.SZ      20260413     20260414         6   +4.13%    55.48    -0.68%   +10.20%   +17.16%   +28.23%
300503.SZ      20260417     20260420         7   +5.18%    59.70    +2.41%    +5.41%   +12.35%   +45.68%
300503.SZ      20260420     20260421         7   +5.31%    64.00    -1.59%    +1.56%    +7.02%   +39.59%
688525.SH      20260305     20260306        12   +8.81%   190.60   +13.67%   +10.02%   +25.33%   +10.33%
002407.SZ      20260427     20260428         6   +4.48%    34.18    +4.94%    +2.37%    +6.70%    -1.40%
002407.SZ      20260429     20260430         8   +6.25%    35.90    +6.18%    -4.40%    +3.57%    -7.80%
002407.SZ      20260611     20260612        12   +9.99%    38.00    +5.63%   +12.26%    +9.24%    +9.24%
301358.SZ      20260622     20260623        14  +12.85%    85.86    -1.18%   -11.72%   -11.72%   -11.72%
300857.SZ      20260212     20260213        18  +15.72%   245.35    -1.64%    +6.09%    +2.77%   -15.01%
300857.SZ      20260617     20260618        14  +12.42%   268.00   +18.21%   +24.06%   +24.06%   +24.06%
688127.SH      20260403     20260407         8   +6.37%    62.00    +5.89%    +7.15%   +15.26%   +36.74%
300390.SZ      20260410     20260413        12  +10.16%    69.36   +16.85%   +24.87%   +35.86%   +39.16%
300475.SZ      20260427     20260428         7   +5.52%   170.73    +2.09%    +6.03%   +11.52%    +5.48%
300475.SZ      20260615     20260616        10   +8.95%   204.29   +20.07%   +41.76%   +47.34%   +47.34%
600601.SH      20260615     20260616         6   +4.34%    13.45    +6.69%    -1.19%    -3.35%    -3.35%
600601.SH      20260616     20260617         6   +4.83%    13.82    +4.20%    +2.46%    -5.93%    -5.93%
300223.SZ      20260511     20260512        10   +9.11%   146.81    +1.25%    -6.22%    +1.90%    +8.91%
300223.SZ      20260609     20260610         9   +7.12%   159.64    -8.86%    +7.55%   +48.68%   +46.08%
300223.SZ      20260618     20260622        10   +8.36%   190.00    +2.11%   +22.74%   +22.74%   +22.74%
603826.SH      20260304     20260305         8   +6.74%    21.66   +10.34%   +17.68%   +10.80%   +25.12%
603826.SH      20260306     20260309        10   +8.54%    23.89    +0.38%    +1.13%    -3.47%   +10.46%
688629.SH      20260213     20260224        11   +9.27%   115.54    -5.18%    +1.21%    +0.49%    -4.88%
688629.SH      20260403     20260407         9   +7.82%   117.98    +7.29%    +8.07%   +17.39%   +15.73%
688629.SH      20260519     20260520        13  +11.71%   145.99    -8.17%    -1.01%    -6.95%    +7.58%
300395.SZ      20260316     20260317         6   +4.17%   124.50   -12.21%   -23.73%   -26.59%   -14.14%
300395.SZ      20260507     20260508        13  +10.83%   124.68    +5.43%    +7.34%   +12.41%    -4.37%
300497.SZ      20260326     20260327         9   +6.59%    18.01    +7.83%    -1.55%    +5.39%    +9.61%
300497.SZ      20260427     20260428        10   +7.93%    19.50    +1.69%    -5.74%   -13.18%   -21.54%
605289.SH      20260213     20260224        12  +10.00%    94.04   +15.78%   +34.73%   +41.13%    +9.38%
001389.SZ      20260413     20260414         5   +4.09%   133.20    -4.01%   +18.84%   +23.96%   +35.65%
300033.SZ      20260625     20260626         9   +7.83%   257.00    -5.84%    -5.84%    -5.84%    -5.84%
300620.SZ      20260209     20260210        20  +17.72%   185.51    -4.65%    -8.80%    -9.93%   -17.38%
300620.SZ      20260402     20260403         8   +7.00%   205.00    +6.98%   +10.61%   +22.40%   +26.74%
301662.SZ      20260226     20260227         9   +6.90%   189.50    +2.83%    -4.18%   -20.25%   -26.77%
301662.SZ      20260417     20260420        15  +13.26%   162.99    +4.04%    -3.68%   +12.58%    -6.10%
301662.SZ      20260429     20260430        15  +12.66%   177.00    +5.40%    +4.40%    -5.03%   -20.89%
301662.SZ      20260430     20260506         7   +5.05%   178.10    +3.03%    +1.35%    -5.11%   -46.54%
920493.BJ      20260212     20260213        18  +14.07%   183.13    -7.83%    -9.79%    -2.89%   -19.89%
920493.BJ      20260309     20260310        10   +7.57%   180.00    -5.00%   -12.83%   -17.11%   -16.14%
920493.BJ      20260417     20260420        11   +8.53%   180.00    -9.72%   -16.46%    -6.00%   -18.42%
688796.SH      20260306     20260309        11   +9.05%    75.51    +9.76%    +8.94%    -1.47%   +47.27%
688796.SH      20260310     20260311         9   +7.64%    83.73    -6.97%    -0.74%    +1.30%   +23.38%
688603.SH      20260408     20260409        15  +12.57%    86.30    +2.29%    +9.11%    +7.53%   +52.68%
688603.SH      20260415     20260416        15  +13.12%    98.50    -1.17%    -5.79%    -5.36%   +57.46%
688603.SH      20260428     20260429         7   +5.52%    97.00    -3.90%   +24.93%   +48.25%   +64.84%
688603.SH      20260506     20260507         8   +6.52%   100.00    +0.98%   +48.00%   +42.35%   +71.68%
000792.SZ      20260327     20260330         8   +7.06%    39.58    -6.52%    -7.96%    -1.82%    -6.47%
002326.SZ      20260206     20260224        12  +10.02%    25.89    -0.42%   -12.71%   -10.16%   -15.72%
301308.SZ      20260309     20260310         9   +7.88%   337.00    -3.68%    -1.51%    -4.01%    -3.88%
301308.SZ      20260318     20260319        10   +8.26%   348.00    -5.14%    -6.03%   -16.83%    +6.47%
301308.SZ      20260410     20260413         6   +4.85%   340.16   +12.16%   +10.30%   +15.67%   +76.09%
301308.SZ      20260414     20260415         9   +7.62%   387.00    -3.86%    -1.10%    +7.05%   +53.03%
688012.SH      20260427     20260428        11   +8.85%   353.02    +1.91%    +4.81%   +22.63%   -15.68%
688630.SH      20260225     20260226         7   +5.82%   188.88    +5.36%    -0.88%    -1.52%    -4.58%
688630.SH      20260226     20260227        10   +8.12%   197.00    +2.40%    -4.32%    -8.98%    -5.94%
688630.SH      20260330     20260331         9   +7.71%   196.00    -0.51%   +22.45%   +19.90%   +35.18%
688183.SH      20260413     20260414        13  +11.26%   106.66    -2.08%    +5.90%    +8.66%    -8.48%
688183.SH      20260526     20260527        22  +20.00%   131.80    +5.61%    -2.59%   -11.68%    +4.86%
688183.SH      20260615     20260616         9   +7.69%   133.00    +6.07%    +2.71%    -0.83%    -0.83%
300975.SZ      20260310     20260311         7   +5.05%    16.34    +3.12%   +14.14%   +18.30%   +26.07%
300975.SZ      20260316     20260317         7   +5.79%    17.67    +5.55%    +0.40%    -2.89%   +13.24%
300975.SZ      20260317     20260318        10   +8.12%    18.77    -1.12%    +2.98%    -4.58%    +9.75%
300975.SZ      20260408     20260409        12  +10.90%    19.65    +7.12%    +4.83%    +5.55%   +15.06%
688787.SH      20260609     20260610        16  +13.34%   155.06    -1.33%    +1.50%    -9.39%   -15.79%
300398.SZ      20260604     20260605         9   +7.10%    40.99    -3.03%    -1.98%   +19.25%   +49.52%
002812.SZ      20260421     20260422         7   +5.11%    75.08    -6.55%   +12.51%    +8.94%    -7.57%
002812.SZ      20260424     20260427        12  +10.01%    80.24    -2.16%    +6.32%    -5.56%   -10.51%
002812.SZ      20260427     20260428         6   +4.76%    80.86    +4.46%    +0.51%    -5.45%   -12.85%
300184.SZ      20260507     20260508        10   +9.06%    14.82    +1.35%    -4.45%    -0.94%   +14.71%
300184.SZ      20260625     20260626         7   +5.21%    17.76    -2.76%    -2.76%    -2.76%    -2.76%
300821.SZ      20260420     20260421         7   +5.17%    14.40    +0.28%    +3.12%    +2.64%    +5.63%
300821.SZ      20260424     20260427         7   +5.32%    14.90    -0.34%    +3.56%    +3.49%   +17.38%
300821.SZ      20260429     20260430         7   +5.32%    15.40    +2.47%    -2.34%    -1.43%    -3.38%
300821.SZ      20260528     20260529         9   +7.50%    17.09    -8.31%    -1.99%    -3.34%   +17.91%
300821.SZ      20260609     20260610        11   +9.36%    17.05    +4.81%   +19.94%    +8.97%   +18.18%
688503.SH      20260209     20260210        23  +20.00%    89.23    +4.76%    -0.54%    +0.95%    -4.29%
688503.SH      20260410     20260413         8   +6.11%    91.00    -0.34%    +5.90%    +9.79%   +25.30%
688692.SH      20260601     20260602        14  +10.75%   296.00    -3.98%    -8.31%    -9.20%   -22.04%
688692.SH      20260602     20260603         9   +6.90%   290.00    -4.86%   -10.31%    -7.98%   -20.43%
002545.SZ      20260302     20260303        12   +9.99%    30.26    -5.55%   -12.95%   -21.58%   -27.73%
002545.SZ      20260427     20260428         8   +6.05%    23.85    +3.35%    +5.16%    +2.56%    -8.60%
003022.SZ      20260615     20260616         9   +7.66%    27.25    +3.85%    +0.44%    -2.75%    -2.75%
688700.SH      20260407     20260408        10   +8.68%    57.97    +1.50%    +0.28%   +12.13%   +13.16%
002645.SZ      20260407     20260408         8   +6.10%    18.81   +13.18%   +14.99%   +22.97%   +59.97%
688809.SH      20260225     20260226         7   +5.07%   354.94    +4.38%    +9.29%    -2.54%   -11.25%
688809.SH      20260305     20260306        20  +17.52%   378.00    -6.18%   -10.71%    -8.66%   -16.55%
688809.SH      20260414     20260415         7   +5.38%   369.85    +1.49%   +18.16%   +10.18%   +24.85%
688809.SH      20260610     20260611        13  +10.88%   535.50    +6.32%   +16.90%    +8.31%    +8.31%
688155.SH      20260417     20260420         9   +7.91%    88.39    +2.82%    -3.26%   +18.41%    +6.54%
688155.SH      20260430     20260506        22  +20.00%   107.74    -2.86%    -4.12%    -6.75%   -23.53%
600378.SH      20260601     20260602         7   +5.63%    42.00    -0.83%   +25.71%   +38.10%   +48.33%
600378.SH      20260602     20260603         8   +6.19%    42.80    +1.78%   +35.70%   +49.07%   +45.56%
603929.SH      20260316     20260317        13  +10.00%   161.80   +12.41%   +18.16%   +11.19%   +14.51%
603929.SH      20260608     20260609        12  +10.00%   199.94   +11.06%    +5.57%   +15.97%   +30.46%
300738.SZ      20260212     20260213         7   +5.22%    25.80    -7.75%    -1.98%    -3.84%   -18.88%
300738.SZ      20260416     20260417        13  +10.85%    25.97    -6.47%    -7.59%    +3.66%    +2.93%
300738.SZ      20260506     20260507         9   +7.94%    27.30    -0.88%    -1.21%   -10.37%   -23.44%
002975.SZ      20260409     20260410        13  +10.00%    86.64    +1.87%   +15.39%   +33.58%   +28.76%
300263.SZ      20260611     20260612        23  +19.97%    15.61    +2.43%    +5.64%    +0.00%    +0.00%
300263.SZ      20260612     20260615        12   +8.89%    15.75    +2.10%    -0.70%    -0.89%    -0.89%
300842.SZ      20260429     20260430         7   +5.38%    90.42    +5.18%    +5.25%    +6.95%    -9.44%
300842.SZ      20260506     20260507         6   +4.63%    95.10    -0.89%    -1.84%    -5.19%   -12.93%
002028.SZ      20260601     20260602         9   +6.85%   214.19    -9.37%   -14.42%   -18.54%   -18.24%
300590.SZ      20260622     20260623         6   +4.93%    16.22    -6.66%   -13.13%   -13.13%   -13.13%
002008.SZ      20260408     20260409        12  +10.01%    71.00    +7.82%   +22.07%   +45.92%   +89.66%
002256.SZ      20260324     20260325         9   +7.51%     4.68    -6.20%   -14.10%   -19.02%    -4.70%
001339.SZ      20260414     20260415         6   +4.48%    67.01    +8.42%   +10.48%   +34.04%   +59.27%
300773.SZ      20260309     20260310         8   +5.66%    30.00    -4.13%   -12.17%   -18.97%   -17.97%
300602.SZ      20260615     20260616        13  +11.75%    46.05    +6.73%    +6.84%    +8.51%    +8.51%
300604.SZ      20260225     20260226         8   +6.01%   139.84    +3.33%    -6.43%   -10.91%   -13.55%
300604.SZ      20260226     20260227         8   +5.87%   143.90    -2.57%   -10.39%   -13.69%   -14.46%
300604.SZ      20260408     20260409        11   +9.69%   128.80    +7.18%   +19.64%   +20.82%   +65.43%
300604.SZ      20260416     20260417        11   +9.12%   153.70    -1.24%    +2.80%   +14.64%   +57.16%
301606.SZ      20260309     20260310        23  +20.00%    90.02    -5.80%   -21.13%   -22.72%   -19.03%
301606.SZ      20260410     20260413         6   +4.38%    75.30    +2.26%    -0.40%    -2.96%    +9.20%
688378.SH      20260427     20260428        12  +10.42%    43.73    -1.33%    +6.45%   +11.32%    -4.53%
688378.SH      20260604     20260605        22  +20.00%    50.54    -1.37%   -13.73%   +14.07%   +15.93%
688378.SH      20260617     20260618        15  +13.89%    54.80    +5.20%    +6.92%    +6.92%    +6.92%
300806.SZ      20260414     20260415         6   +4.38%    52.58    +3.44%   +32.18%   +39.96%   +59.74%
600186.SH      20260415     20260416         7   +5.05%     7.54    +4.64%   +25.33%   +42.18%   +53.32%
600186.SH      20260416     20260417         7   +5.85%     8.02    -1.87%   +13.97%   +42.14%   +37.53%
300548.SZ      20260330     20260331         7   +5.71%   156.03    +2.18%   +32.28%   +51.77%   +58.62%
300548.SZ      20260407     20260408        11   +9.64%   190.00   +22.03%   +24.63%   +46.98%   +45.09%
600499.SH      20260410     20260413         9   +6.81%    18.01    +1.33%    -1.89%   +12.66%    -1.55%
600499.SH      20260424     20260427        13   +9.99%    20.21    -2.97%    -5.79%   -12.27%   -20.19%
002354.SZ      20260518     20260519        12   +9.94%     7.01    -0.57%    +2.00%    -4.42%    +3.57%
002354.SZ      20260609     20260610        13   +9.96%     8.28    -3.62%   -15.10%    -3.02%    +6.64%
301511.SZ      20260311     20260312        13  +10.40%    42.41    -7.38%   -12.87%   -10.28%    +3.18%
301511.SZ      20260408     20260409         6   +4.28%    40.85    +7.12%   +17.31%   +55.15%  +129.82%
301511.SZ      20260409     20260410        11   +9.23%    44.55    +1.91%   +12.86%   +35.26%  +129.32%
301200.SZ      20260330     20260331         6   +4.43%   171.85    -7.04%    +1.68%    +9.85%    +7.72%
301200.SZ      20260409     20260410         7   +4.67%   184.72    -0.80%    +9.78%    +1.00%   +26.66%
688372.SH      20260624     20260625         6   +4.16%   169.66    -1.04%    -1.04%    -1.04%    -1.04%
688372.SH      20260625     20260626         6   +4.11%   168.88    -0.58%    -0.58%    -0.58%    -0.58%
002985.SZ      20260423     20260424         6   +4.28%    39.73    -6.27%    -9.24%   -11.05%   -20.89%
300953.SZ      20260401     20260402         8   +6.86%   185.58    -1.88%    +2.59%   +12.33%   +23.93%
300953.SZ      20260416     20260417        12  +10.07%   206.44    -0.47%    +5.55%   +11.41%   +17.41%
600236.SH      20260511     20260512        11  +10.03%    12.18    -1.72%    -8.46%   -12.32%   -12.97%
002222.SZ      20260407     20260408         7   +5.37%    80.58    +1.38%    +3.70%   +22.04%   +34.88%
002222.SZ      20260617     20260618         6   +4.37%   102.44    -0.90%   -11.97%   -11.97%   -11.97%
002192.SZ      20260413     20260414         8   +7.04%    77.54    -2.91%    +4.04%   +16.40%   +18.21%
002192.SZ      20260612     20260615         9   +7.41%    90.00    -2.08%    -5.67%    -8.10%    -8.10%
688428.SH      20260330     20260331         9   +7.08%    26.88    +7.25%   +13.32%   +15.96%    -0.30%
300373.SZ      20260525     20260526        12  +10.26%    93.90   +17.17%    +8.09%   +14.89%   +41.63%
300373.SZ      20260617     20260618         6   +4.87%   113.50   +12.87%   +19.61%   +19.61%   +19.61%
603186.SH      20260408     20260409         9   +6.93%    70.96    +2.78%    +1.48%    -1.63%   +37.98%
603186.SH      20260409     20260410         6   +4.43%    74.15    -1.12%    +1.62%    -0.61%   +41.15%
301099.SZ      20260421     20260422        12   +9.46%    56.56    -4.14%    +4.54%   +17.57%   +21.27%
002245.SZ      20260622     20260623        10   +8.63%    21.81    -1.28%   -11.97%   -11.97%   -11.97%
605118.SH      20260408     20260409         8   +6.54%    42.43    +3.46%    +1.81%    +3.91%    +7.26%
605118.SH      20260420     20260421        12   +9.00%    46.38    -0.06%    +5.82%    +4.36%   -10.87%
