================================================================================
严苛版中线买点 回测报告（评分≥85分 + 6项过滤 + 回踩入场）
回测时间: 2026-06-27 21:18
入场方式: 信号后等待回踩MA10/MA20确认
过滤条件: 评分≥85 + 6项(量比0.5~2.5+趋势连续+MACD零轴张口+RSI60~85)
================================================================================

总计扫描: 182 只股票
累计交易日: 21829 天
严苛信号数: 452 个

────────────────────────────────────────────────────────────────────────────────
一、各股票评分统计
--------------------------------------------------------------------------------
代码                     评分范围     均值   S级     严苛信号
000880.SZ             37~37   37.0    1        1
002851.SZ             37~65   47.2    6        6
000567.SZ             50~50   50.0    1        1
688031.SH            55~109   80.0    4        4
002460.SZ             38~38   38.0    1        1
600578.SH             44~80   66.6    5        5
600776.SH             37~37   37.0    1        1
688598.SH            49~121   69.8    5        5
000553.SZ             51~51   51.0    1        1
600460.SH             43~60   50.0    3        3
688469.SH             35~53   43.7    3        3
300723.SZ             37~44   40.0    3        3
688065.SH             44~44   44.0    1        1
688170.SH             37~60   45.3    3        3
000338.SZ             38~38   38.0    1        1
002079.SZ             38~38   38.0    1        1
301292.SZ             33~72   47.0    3        3
600623.SH             39~39   39.0    1        1
600875.SH             39~86   62.5    2        2
603155.SH             34~65   49.5    2        2
300617.SZ             38~38   38.0    1        1
600744.SH             42~44   43.0    2        2
301382.SZ             51~51   51.0    1        1
601699.SH             43~50   46.5    2        2
600602.SH             36~36   36.0    1        1
300488.SZ             35~84   55.7    6        6
688001.SH            41~137   62.4    8        8
000593.SZ             33~53   41.0    5        5
002787.SZ             37~45   41.0    2        2
002292.SZ             38~38   38.0    1        1
688091.SH             48~48   48.0    1        1
603663.SH             37~89   54.8    4        4
300487.SZ             39~39   39.0    1        1
605178.SH             43~58   49.3    3        3
600094.SH             37~37   37.0    1        1
603127.SH             38~50   44.0    2        2
603281.SH             39~39   39.0    1        1
300769.SZ            81~113   96.3    3        3
301305.SZ             49~49   49.0    1        1
688322.SH             37~55   44.7    3        3
600489.SH             53~53   53.0    1        1
002099.SZ             37~50   43.5    2        2
688387.SH             40~53   48.0    3        3
688652.SH             33~33   33.0    1        1
300031.SZ             44~44   44.0    1        1
000155.SZ             34~47   41.3    3        3
300199.SZ             35~46   40.5    2        2
002409.SZ             58~73   65.5    2        2
000636.SZ             38~38   38.0    1        1
300093.SZ             32~47   37.3    3        3
605006.SH             37~37   37.0    1        1
600345.SH             36~76   53.5    4        4
000070.SZ             43~85   59.8    4        4
002805.SZ             70~70   70.0    1        1
688209.SH             33~33   33.0    1        1
688052.SH             56~67   61.5    2        2
688126.SH             44~58   51.7    3        3
002519.SZ             65~75   70.0    2        2
600089.SH             36~36   36.0    1        1
600736.SH             46~46   46.0    1        1
601958.SH             39~59   50.7    7        7
002041.SZ             37~37   37.0    1        1
688331.SH             44~76   57.0    6        6
300397.SZ             34~36   35.0    2        2
300467.SZ             60~60   60.0    1        1
603888.SH             55~55   55.0    1        1
301487.SZ             38~38   38.0    1        1
300252.SZ             37~37   37.0    1        1
603077.SH             44~55   49.5    2        2
002708.SZ             40~40   40.0    1        1
688131.SH             35~35   35.0    1        1
688097.SH             41~41   41.0    1        1
688710.SH             54~56   55.0    2        2
688048.SH             35~47   41.0    2        2
600246.SH             38~45   41.5    2        2
603416.SH             35~49   42.0    2        2
000767.SZ             34~76   52.0    3        3
688180.SH             38~53   44.3    3        3
300593.SZ             36~47   41.5    2        2

────────────────────────────────────────────────────────────────────────────────
二、严苛信号汇总
--------------------------------------------------------------------------------
代码             信号日          入场日             评分     信号涨幅     次日开仓      +1日      +5日     +10日     +20日
--------------------------------------------------------------------------------------------------------------
603629.SH      20260409     20260410        48   +5.99%    74.00    -1.78%   +42.49%   +47.86%  +133.39%
603629.SH      20260416     20260417        81   +8.98%    96.61   +11.04%   +13.26%   +64.42%   +87.80%
603629.SH      20260430     20260506       165   +9.99%   149.95    +5.56%   +15.18%   +20.99%   +38.63%
002297.SZ      20260416     20260417        77   +9.99%    17.01   +14.40%   +31.10%   +41.15%   +38.51%
002297.SZ      20260417     20260420        87  +10.01%    18.73    +1.39%    +9.61%   +32.14%   +31.93%
002297.SZ      20260420     20260421       103  +10.01%    20.69    -1.93%    +9.13%   +24.26%   +28.47%
002297.SZ      20260422     20260423       108   +6.85%    20.54    +8.57%   +19.28%   +17.33%   +28.14%
002297.SZ      20260423     20260424       130   +9.61%    21.57    -4.82%   +11.31%   +21.23%    +9.83%
002297.SZ      20260623     20260624        74   +5.19%    31.70    +4.45%    -2.56%    -2.56%    -2.56%
600150.SH      20260423     20260424        35   +5.81%    38.60    -0.49%    +6.68%    +8.21%    -1.50%
600150.SH      20260428     20260429        45   +7.58%    41.00    +1.85%    +0.44%    -6.90%   -10.39%
300390.SZ      20260327     20260330        58  +12.99%    64.00    -8.59%   -10.97%   +26.64%   +45.30%
300390.SZ      20260410     20260413        64  +10.16%    69.36   +16.85%   +24.87%   +35.86%   +39.16%
300390.SZ      20260413     20260414        97  +17.42%    76.63    +0.39%   +11.98%   +21.35%   +22.21%
300390.SZ      20260624     20260625        40  +12.78%    98.64   -12.62%   -12.62%   -12.62%   -12.62%
600601.SH      20260420     20260421        37  +10.02%    11.64    +1.55%    -0.34%    +4.12%    +9.88%
603826.SH      20260225     20260226        40  +10.00%    21.10    -2.04%    +4.36%   +20.81%   +19.67%
603826.SH      20260304     20260305        41   +6.74%    21.66   +10.34%   +17.68%   +10.80%   +25.12%
603826.SH      20260306     20260309        60   +8.54%    23.89    +0.38%    +1.13%    -3.47%   +10.46%
688629.SH      20260213     20260224        42   +9.27%   115.54    -5.18%    +1.21%    +0.49%    -4.88%
688629.SH      20260226     20260227        58  +14.66%   126.00    +1.97%    -6.86%   -15.44%   -13.42%
688629.SH      20260519     20260520        51  +11.71%   145.99    -8.17%    -1.01%    -6.95%    +7.58%
300395.SZ      20260225     20260226        63  +18.99%   123.02    +9.19%    -7.75%    -8.32%   -23.49%
300395.SZ      20260226     20260227        56   +5.21%   127.43    +1.62%   -13.45%   -10.62%   -26.08%
300395.SZ      20260316     20260317        42   +4.17%   124.50   -12.21%   -23.73%   -26.59%   -14.14%
300395.SZ      20260507     20260508        54  +10.83%   124.68    +5.43%    +7.34%   +12.41%    -4.37%
300497.SZ      20260326     20260327        39   +6.59%    18.01    +7.83%    -1.55%    +5.39%    +9.61%
300497.SZ      20260427     20260428        49   +7.93%    19.50    +1.69%    -5.74%   -13.18%   -21.54%
300497.SZ      20260618     20260622        37   +6.92%    20.10   +11.24%    +2.79%    +2.79%    +2.79%
300497.SZ      20260622     20260623        44   +6.06%    20.90    +5.98%    -1.15%    -1.15%    -1.15%
300497.SZ      20260623     20260624        57   +8.23%    22.80    -1.32%    -9.39%    -9.39%    -9.39%
001389.SZ      20260225     20260226        42   +4.81%   112.07    +6.84%    -5.10%    +6.99%    +2.55%
001389.SZ      20260413     20260414        39   +4.09%   133.20    -4.01%   +18.84%   +23.96%   +35.65%
001389.SZ      20260423     20260424        78   +6.22%   171.83    +0.22%    +4.51%   +13.36%    +5.97%
301526.SZ      20260413     20260414        63  +16.04%    14.10    +1.13%    -0.50%   +12.91%   +32.70%
301526.SZ      20260423     20260424        55   +7.15%    14.59    +5.76%   +30.02%   +39.27%   +47.91%
002439.SZ      20260506     20260507        37   +4.74%    16.25    +2.34%    -0.74%    -7.26%   -14.65%
920493.BJ      20260212     20260213        63  +14.07%   183.13    -7.83%    -9.79%    -2.89%   -19.89%
920493.BJ      20260417     20260420        38   +8.53%   180.00    -9.72%   -16.46%    -6.00%   -18.42%
688308.SH      20260330     20260331       120  +19.40%    89.57    -4.25%    +1.48%    +8.88%    +4.80%
688308.SH      20260414     20260415        43   +5.21%   100.00    +4.00%    -0.88%    -6.13%   +13.08%
688308.SH      20260512     20260513        50   +9.78%   104.34    +3.80%    +6.19%   +39.16%   +33.24%
688308.SH      20260522     20260525        73  +15.79%   136.99    +2.11%    -1.37%    +7.75%   +31.60%
688796.SH      20260310     20260311        40   +7.64%    83.73    -6.97%    -0.74%    +1.30%   +23.38%
688796.SH      20260327     20260330        48  +12.68%    91.00    +2.22%   +22.20%   +12.20%    +5.71%
688796.SH      20260402     20260403        55   +4.55%   103.88    +7.05%    -4.12%    -5.76%    -5.59%
688603.SH      20260408     20260409        47  +12.57%    86.30    +2.29%    +9.11%    +7.53%   +52.68%
688603.SH      20260415     20260416        64  +13.12%    98.50    -1.17%    -5.79%    -5.36%   +57.46%
688603.SH      20260428     20260429        58   +5.52%    97.00    -3.90%   +24.93%   +48.25%   +64.84%
688603.SH      20260506     20260507        58   +6.52%   100.00    +0.98%   +48.00%   +42.35%   +71.68%
688603.SH      20260615     20260616       120  +20.00%   189.93    +3.26%    -9.49%    +4.68%    +4.68%
688603.SH      20260616     20260617       117   +5.36%   193.99    +0.34%    -3.95%    +2.48%    +2.48%
688787.SH      20260609     20260610        41  +13.34%   155.06    -1.33%    +1.50%    -9.39%   -15.79%
002812.SZ      20260427     20260428        31   +4.76%    80.86    +4.46%    +0.51%    -5.45%   -12.85%
300184.SZ      20260507     20260508        57   +9.06%    14.82    +1.35%    -4.45%    -0.94%   +14.71%
300184.SZ      20260625     20260626        35   +5.21%    17.76    -2.76%    -2.76%    -2.76%    -2.76%
603699.SH      20260506     20260507        44   +5.51%    66.53    -4.96%    -6.81%    -4.19%   -14.66%
002386.SZ      20260429     20260430        39   +4.75%     7.21    -4.72%    -8.88%   -10.12%   -18.17%
002384.SZ      20260303     20260304        37   +4.23%    91.00    +1.87%   +15.16%   +18.00%   +19.78%
002384.SZ      20260409     20260410        78  +10.00%   132.30   +10.98%   +22.52%   +42.03%   +66.86%
002384.SZ      20260410     20260413        79   +8.83%   143.61    +1.66%    +9.32%   +30.00%   +49.63%
002384.SZ      20260616     20260617        39   +4.07%   255.12    +7.01%    +8.11%    +2.04%    +2.04%
002545.SZ      20260302     20260303        59   +9.99%    30.26    -5.55%   -12.95%   -21.58%   -27.73%
688700.SH      20260316     20260317        54  +11.76%    51.94    +3.70%    +4.37%    -5.78%   +11.92%
688700.SH      20260407     20260408        57   +8.68%    57.97    +1.50%    +0.28%   +12.13%   +13.16%
300738.SZ      20260212     20260213        51   +5.22%    25.80    -7.75%    -1.98%    -3.84%   -18.88%
300738.SZ      20260416     20260417        39  +10.85%    25.97    -6.47%    -7.59%    +3.66%    +2.93%
300738.SZ      20260506     20260507        40   +7.94%    27.30    -0.88%    -1.21%   -10.37%   -23.44%
600770.SH      20260424     20260427        46   +9.94%     7.53    +1.73%    +8.50%    +1.20%   -13.68%
600770.SH      20260428     20260429        58  +10.06%     7.32    +4.10%   +12.98%    -3.96%   -15.98%
688008.SH      20260427     20260428        53   +8.92%   172.70    -1.62%   +21.75%   +43.59%   +46.50%
688008.SH      20260506     20260507        75  +14.82%   201.99    +4.10%   +31.23%   +29.79%   +28.56%
688008.SH      20260617     20260618        41   +7.51%   260.00    +7.71%    +0.70%    +0.70%    +0.70%
002256.SZ      20260324     20260325        47   +7.51%     4.68    -6.20%   -14.10%   -19.02%    -4.70%
002256.SZ      20260508     20260511        53  +10.00%     5.53    -4.88%   -11.21%   -16.82%   -29.66%
002256.SZ      20260511     20260512        55   +4.55%     5.49    -4.92%    -9.84%   -19.49%   -27.69%
001339.SZ      20260310     20260311        56   +6.77%    77.82    -6.71%    -9.41%   -17.68%   -17.93%
001339.SZ      20260424     20260427        51  +10.00%    80.00   +10.00%   +26.00%   +29.63%   +33.29%
000657.SZ      20260506     20260507        42   +6.53%    62.88    -3.83%    -6.09%    -9.81%   +18.21%
000657.SZ      20260526     20260527        50   +5.42%    68.80    +0.25%    +4.23%    +5.96%   +53.60%
000657.SZ      20260611     20260612        58   +6.93%    80.31    +8.21%   +34.89%   +23.91%   +23.91%
688378.SH      20260427     20260428        46  +10.42%    43.73    -1.33%    +6.45%   +11.32%    -4.53%
688378.SH      20260604     20260605        56  +20.00%    50.54    -1.37%   -13.73%   +14.07%   +15.93%
688378.SH      20260617     20260618        52  +13.89%    54.80    +5.20%    +6.92%    +6.92%    +6.92%
300806.SZ      20260311     20260312        63   +5.18%    57.14    -8.24%   -12.62%   -22.16%   -13.63%
300806.SZ      20260416     20260417        35   +4.70%    55.63   +22.92%   +23.28%   +43.74%   +54.41%
300806.SZ      20260417     20260420        77  +20.00%    65.27    +6.31%    +8.17%   +27.21%   +27.15%
300806.SZ      20260420     20260421        69   +4.76%    67.90    +2.36%    +6.05%   +25.18%   +31.94%
300806.SZ      20260609     20260610        41  +12.83%    83.44    +2.95%   +17.93%   +41.28%   +38.52%
300806.SZ      20260616     20260617        46   +9.80%    93.61    +8.43%   +25.93%   +23.47%   +23.47%
600186.SH      20260319     20260320        41  +10.06%     6.90   -10.87%    +3.48%    +1.30%   +14.06%
600186.SH      20260415     20260416        45   +5.05%     7.54    +4.64%   +25.33%   +42.18%   +53.32%
600186.SH      20260416     20260417        54   +5.85%     8.02    -1.87%   +13.97%   +42.14%   +37.53%
600186.SH      20260609     20260610        38  +10.01%    11.15   +13.27%   +31.48%   +39.91%   +28.25%
300548.SZ      20260209     20260210        51  +10.73%   169.51    -6.68%    -6.68%   -10.16%   -10.74%
300548.SZ      20260407     20260408        44   +9.64%   190.00   +22.03%   +24.63%   +46.98%   +45.09%
300548.SZ      20260408     20260409        67  +13.96%   200.11   +11.84%   +20.56%   +35.41%   +35.83%
300548.SZ      20260615     20260616        48  +20.00%   286.77    -5.89%    -1.58%    -8.41%    -8.41%
300548.SZ      20260616     20260617        40   +5.38%   280.01    +0.71%    +0.67%    -6.20%    -6.20%
002354.SZ      20260518     20260519        43   +9.94%     7.01    -0.57%    +2.00%    -4.42%    +3.57%
002354.SZ      20260609     20260610        62   +9.96%     8.28    -3.62%   -15.10%    -3.02%    +6.64%
002354.SZ      20260610     20260611        76  +10.05%     8.75   -14.06%   -11.66%    +0.91%    +0.91%
600487.SH      20260420     20260421        58   +9.42%    59.50   +10.55%   +14.77%   +29.87%   +22.77%
600487.SH      20260529     20260601        60   +9.42%    75.24   +10.47%   +26.89%   +31.95%   +47.28%
600487.SH      20260604     20260605        72   +7.04%    96.00    -0.55%    +1.04%   +25.14%   +15.43%
688017.SH      20260508     20260511        62  +14.11%   265.86    +3.01%   +21.45%   +31.27%   +61.08%
688017.SH      20260605     20260608       115  +20.00%   375.54   +11.88%    -0.78%    +0.80%    -1.62%
688017.SH      20260608     20260609       121   +8.97%   413.00    +2.66%    -8.91%    -7.22%   -10.54%
002192.SZ      20260325     20260326        41  +10.00%    67.06   +16.31%    +7.84%    +9.11%   +28.66%
002192.SZ      20260326     20260327        53  +10.01%    73.33   +11.80%    -2.78%    +6.80%   +23.31%
002192.SZ      20260327     20260330        67  +10.00%    83.35    -8.48%   -14.48%    -4.62%    +8.29%
002192.SZ      20260330     20260331        67   +5.10%    82.24   -14.12%   -12.84%    -8.46%   +20.73%
002192.SZ      20260413     20260414        58   +7.04%    77.54    -2.91%    +4.04%   +16.40%   +18.21%
688428.SH      20260330     20260331        36   +7.08%    26.88    +7.25%   +13.32%   +15.96%    -0.30%
688428.SH      20260401     20260402        43   +6.70%    28.84    +1.87%    +0.17%    +6.80%    -8.77%
688428.SH      20260625     20260626        34   +4.90%    25.74    -1.71%    -1.71%    -1.71%    -1.71%
300861.SZ      20260430     20260506        35   +4.27%    19.99    +0.00%    +4.75%    +4.15%    -6.10%
300861.SZ      20260618     20260622        61  +19.98%    27.01   -11.33%    -8.63%    -8.63%    -8.63%
300861.SZ      20260622     20260623        53   +4.44%    24.99    +0.68%    -1.24%    -1.24%    -1.24%
301099.SZ      20260421     20260422        53   +9.46%    56.56    -4.14%    +4.54%   +17.57%   +21.27%
301099.SZ      20260617     20260618        57   +4.50%    91.78    +0.24%    -0.04%    -0.04%    -0.04%
688758.SH      20260410     20260413        41   +7.78%    20.50    -2.10%    +4.73%    -1.90%    -2.93%
603268.SH      20260421     20260422        38   +6.12%   140.97    +1.07%    +1.94%   +14.56%    -1.40%
002049.SZ      20260625     20260626        31   +4.62%    86.01    -2.36%    -2.36%    -2.36%    -2.36%
600522.SH      20260330     20260331        41   +7.17%    28.86    +1.04%    +6.38%    -3.67%   +18.78%
600522.SH      20260421     20260422        36   +4.81%    32.54    +4.70%    +5.35%   +34.79%   +31.81%
600522.SH      20260422     20260423        47   +7.34%    34.00    -2.32%    -2.59%   +29.65%   +19.06%
600522.SH      20260603     20260604        66   +4.87%    43.81    +5.16%   +12.46%   +29.08%   +39.90%
600522.SH      20260608     20260609        58   +7.51%    50.53    -0.65%    +7.16%   +22.52%   +21.29%
301571.SZ      20260612     20260615        32   +4.21%    67.03    +6.67%    +1.98%    -2.30%    -2.30%
300480.SZ      20260410     20260413        37   +6.19%    32.98    -1.06%    +2.91%   +10.92%   +19.53%
300480.SZ      20260427     20260428        46   +5.88%    36.25    +0.25%    +3.01%    +7.31%    -8.63%
002685.SZ      20260416     20260417        39   +4.46%     8.39    +2.38%    -5.13%    +9.65%    +8.22%
002685.SZ      20260430     20260506        57   +9.98%     8.98    +5.57%    +1.78%    +1.11%   -19.93%
002281.SZ      20260311     20260312        46   +6.19%    91.54    -2.84%    -7.78%    -7.14%   +17.78%
002281.SZ      20260312     20260313        59   +8.01%    93.10   -10.31%   -10.76%    -9.24%   +22.16%
002281.SZ      20260403     20260407        39   +7.74%    92.00    +6.80%   +21.09%   +32.38%   +96.43%
002281.SZ      20260409     20260410        61  +10.00%   111.72    +1.80%    +4.57%   +15.20%   +77.20%
688353.SH      20260327     20260330        45   +9.84%   131.00    -8.02%   -13.97%    +3.05%   -11.09%
688353.SH      20260414     20260415        46   +7.74%   131.13    -4.96%    -2.95%    -4.00%   -23.02%
688353.SH      20260429     20260430        37   +8.08%   110.77    +2.28%    -5.57%   -11.27%   -23.97%
688353.SH      20260615     20260616        53  +14.60%   107.00    +9.16%   +12.04%    +2.79%    +2.79%
688353.SH      20260617     20260618        55   +6.75%   116.42    +4.90%    -5.52%    -5.52%    -5.52%
600546.SH      20260601     20260602        44  +10.01%    14.90    -1.34%    -8.46%   -14.63%   -24.77%
002115.SZ      20260429     20260430        35   +4.86%    14.38    +3.82%    +4.31%    -2.78%   -15.99%
300489.SZ      20260409     20260410        73  +20.00%    61.39   +11.27%   +15.52%   +65.99%  +100.36%
300489.SZ      20260410     20260413        79  +10.37%    67.67    -0.75%   +12.31%   +45.71%   +83.06%
300489.SZ      20260611     20260612       104  +16.46%   180.00    +8.57%   +35.56%   +57.36%   +57.36%
603196.SH      20260424     20260427        43   +6.66%    34.35   -15.69%   -15.90%   -16.62%   -26.46%
301500.SZ      20260408     20260409        50  +14.47%    24.27    +1.85%    +0.29%    +4.24%   +24.19%
301500.SZ      20260427     20260428        86  +19.98%    31.51    -6.22%    -2.25%    -7.84%   -20.06%
301500.SZ      20260622     20260623        35   +8.11%    29.42    -5.81%    -9.89%    -9.89%    -9.89%
002132.SZ      20260429     20260430        43   +4.75%     4.81    +4.57%   +18.09%   +12.68%    +0.83%
002132.SZ      20260605     20260608        36   +4.46%     5.53    +3.07%    -3.98%    -5.97%    -1.63%
300442.SZ      20260226     20260227       124  +17.71%    97.89    +0.83%    -4.83%   -14.66%   -14.75%
601872.SH      20260402     20260403        72   +8.17%    20.05    +1.05%    -9.13%    -4.84%    -8.08%
603248.SH      20260313     20260316        39   +9.98%    28.88   +18.14%    -5.23%    -1.11%    -6.65%
603248.SH      20260316     20260317        51  +10.00%    30.80    +5.16%    -8.44%   -11.23%   -11.46%
603248.SH      20260317     20260318        64   +9.99%    35.14   -15.34%   -19.75%   -14.43%   -22.85%
603248.SH      20260520     20260521        36   +4.04%    31.95    -7.39%   -13.49%   -17.90%   -27.07%
002979.SZ      20260427     20260428        35   +5.20%    43.88    -0.93%   +12.83%   +36.28%   +24.25%
002979.SZ      20260617     20260618        33   +5.68%    55.77    -4.20%    -7.39%    -7.39%    -7.39%
688110.SH      20260427     20260428        41  +12.33%   132.52    +1.80%   +16.84%   +17.81%    +7.27%
688110.SH      20260430     20260506        45   +6.58%   145.67    +6.70%   +12.38%   +13.10%   -10.64%
688110.SH      20260506     20260507        53   +6.42%   152.62    +1.45%    +4.57%    -9.12%   -13.50%
688110.SH      20260617     20260618        40   +9.14%   160.00    -0.45%   +19.08%   +19.08%   +19.08%
601869.SH      20260325     20260326        70  +10.00%   258.44    +6.12%   +28.65%   +48.73%   +42.45%
601869.SH      20260623     20260624        68  +10.00%   558.20    +3.01%    -2.72%    -2.72%    -2.72%
000420.SZ      20260317     20260318        38   +7.45%     5.20    -7.69%    -7.69%    -7.69%    -3.65%
000420.SZ      20260507     20260508        35   +4.49%     5.52    +0.54%    -7.79%   -13.04%   -18.84%
002466.SZ      20260413     20260414        33   +4.12%    62.50    -1.12%   +13.14%   +16.05%   +10.58%
002466.SZ      20260416     20260417        40   +5.70%    65.78    +1.58%   +12.04%   +24.22%    +3.62%
002466.SZ      20260421     20260422        52   +5.82%    70.00    -2.90%    +7.89%   +10.53%    -4.76%
300249.SZ      20260302     20260303        46  +10.81%    19.98    -6.81%    -4.95%   -16.62%   -19.37%
300249.SZ      20260318     20260319        43  +13.51%    18.48    -4.33%   -10.98%   -16.34%    -3.41%
920045.BJ      20260310     20260311        45  +17.04%   378.00    +3.57%    -7.47%    -7.67%    +0.26%
920045.BJ      20260413     20260414        50  +11.31%   440.10    +0.25%   +25.66%   +21.83%   +22.70%
920045.BJ      20260616     20260617        37   +7.19%   580.00   +11.55%   +10.51%    -1.28%    -1.28%
600961.SH      20260225     20260226        37   +5.18%    22.62    +5.44%    -0.04%    -6.32%   -26.75%
600961.SH      20260227     20260302        49   +7.63%    24.96    -6.21%   -11.34%   -22.76%   -30.21%
600961.SH      20260302     20260303        58   +9.06%    25.00    -7.28%   -10.84%   -22.68%   -30.44%
600961.SH      20260422     20260423       103   +9.17%    28.58    +5.74%    -7.31%    +6.12%    -1.15%
600961.SH      20260623     20260624        53   +4.42%    32.45    +7.86%    +5.67%    +5.67%    +5.67%
600961.SH      20260624     20260625        68   +7.89%    34.25    +0.12%    +0.12%    +0.12%    +0.12%
688205.SH      20260302     20260303        54  +13.28%   192.00    -6.30%    -5.73%   -15.65%    -4.17%
688205.SH      20260310     20260311        50  +13.89%   182.74    +1.57%    -4.86%    +5.82%   +32.98%
603067.SH      20260210     20260211        35   +4.82%    36.67    +2.26%   +15.08%   +25.09%    -9.54%
603067.SH      20260408     20260409        36   +7.32%    38.89    -0.75%    -2.55%    -3.16%    +4.19%
603067.SH      20260507     20260508        44  +10.00%    40.27    -0.47%    -2.01%   +11.75%    -9.91%
603067.SH      20260519     20260520        48  +10.01%    43.31    -1.73%   -13.37%   -19.30%   -16.46%
603067.SH      20260624     20260625        42   +8.02%    44.26    -3.43%    -3.43%    -3.43%    -3.43%
600869.SH      20260403     20260407        41  +10.01%    15.51    +2.06%    -2.64%    +0.71%   +22.05%
600869.SH      20260422     20260423        54   +9.99%    17.13    -5.31%    -0.82%   +33.68%   +20.84%
000681.SZ      20260210     20260211        53   +9.99%    31.03    -6.09%   -16.95%   -24.30%   -29.49%
600884.SH      20260429     20260430        39   +7.23%    17.18    +2.97%    -6.17%   -12.86%   -18.04%
600884.SH      20260506     20260507        44   +6.25%    17.60    -5.17%   -12.50%   -17.84%   -22.84%
002759.SZ      20260506     20260507        40   +8.45%    40.50    -7.58%   -11.93%   -10.32%   -34.00%
603308.SH      20260423     20260424        56  +10.01%    82.17    -2.15%    -0.95%    -2.03%   -16.43%
