ts_code,circ_mv,total_mv,turnover_rate,pe_ttm
600375.SH,728417.5085,798329.5408,1.6245,126.7906
601699.SH,4430277.0252,4430277.0252,0.6536,37.6413
300667.SZ,357345.0812,423596.6007,13.8852,
688787.SH,840390.0826,840390.0826,4.708,379.4113
300755.SZ,631953.2253,632283.1728,2.4828,
600163.SH,1324485.3155,1324485.3155,6.046,28.3787
301063.SZ,222868.6807,240655.8295,2.1858,64.6651
688757.SH,628109.7227,1397877.6105,8.5736,241.9591
688531.SH,1492124.751,2152721.207,8.4055,116.4474
600328.SH,1173047.6264,1173047.6264,3.214,
600970.SH,2336035.3153,2336041.1959,1.3205,8.8028
002892.SZ,516549.5322,767617.7295,1.7158,398.4966
000400.SZ,2684043.4401,2702404.8266,3.6726,25.2402
603359.SH,150334.352,150334.352,7.3915,
301028.SZ,409983.4639,634066.0349,6.0836,27.0454
002148.SZ,350018.419,435451.1301,3.9466,990.1724
300220.SZ,220488.2481,220752.0,2.2998,
300655.SZ,1698487.4074,1708176.1841,5.5154,151.78
300013.SZ,205628.3654,257403.4501,5.7197,
688059.SH,1366247.0636,1459806.8128,4.1046,43.8894
688385.SH,3865263.3655,5902772.1455,4.2,241.4531
002481.SZ,487514.5336,537891.674,0.8627,138.9785
603049.SH,414506.1744,4145061.7345,3.0094,9.8328
603866.SH,787061.8243,787061.8243,0.5318,31.2755
920837.BJ,177550.5475,196923.1975,0.6185,24.5361
002678.SZ,819974.9666,820425.4751,0.6672,
603233.SH,2137617.8218,2137617.8218,0.3885,16.6172
300827.SZ,1462773.1501,2113757.9255,10.8662,44.7082
688455.SH,349503.7853,349503.7853,2.5447,116.3832
301558.SZ,179755.6368,646069.1516,4.8248,132.1706
300912.SZ,283628.9683,375705.9552,16.8912,
301511.SZ,3517036.3068,5917462.936,12.7528,244.9803
688355.SH,286462.4824,286462.4824,1.511,40.9839
600019.SH,13831623.8156,13831623.8156,0.4199,13.6459
603507.SH,813431.0738,824748.3488,3.7973,40.9762
600886.SH,9973692.5684,10710013.3226,0.9573,14.4084
688171.SH,483372.518,483372.518,2.4827,380.3227
002666.SZ,251835.9683,396363.6484,1.8329,80.9256
000409.SZ,583988.0668,670295.2494,1.5506,94.8123
600395.SH,1142004.4436,1142004.4436,1.3562,23.8218
300906.SZ,251002.8915,278160.0,2.0222,47.2794
601890.SH,981466.2,981466.2,5.2929,28.0964
301498.SZ,864431.4959,1930279.0888,3.294,32.579
920099.BJ,143848.2095,232612.7941,1.4732,29.715
002394.SZ,403901.6325,404625.0,2.4183,16.7208
002723.SZ,315147.534,330355.7767,10.8798,
300050.SZ,432344.5519,432608.2941,11.3589,258.7178
603819.SH,312442.8183,312442.8183,3.0436,119.4879
920656.BJ,51575.4156,159300.0,2.187,20.8812
000612.SZ,1509324.4328,1509324.4328,3.5059,10.6255
301101.SZ,711095.8881,750632.5725,2.8631,37.1749
605337.SH,409217.341,409217.341,0.8619,22.2845
300239.SZ,321420.1717,323516.3235,1.3602,58.8355
601333.SH,1757845.707,2202980.007,0.934,14.3309
688678.SH,999704.1225,999704.1225,7.0618,115.3837
301391.SZ,732658.7209,749856.8884,2.2598,315.9587
300583.SZ,285924.7503,291382.4655,1.6928,
300636.SZ,275150.9053,314543.6698,1.7229,44.2461
002952.SZ,375714.9213,469026.36,10.5128,309.4904
601969.SH,2187476.5671,2209052.3119,1.7822,46.87
000411.SZ,664080.9326,665392.294,3.2135,13.8453
603238.SH,281884.292,281884.292,2.1008,23.9039
603386.SH,501884.0973,501884.0973,4.8154,
300456.SZ,3127645.1381,3833135.7565,18.2334,26.9614
000657.SZ,8579524.1445,13455158.982,5.2278,67.9284
603395.SH,174590.0,698360.0,3.9023,137.2362
688027.SH,4701981.0194,6017471.4195,3.9073,9002.2866
603429.SH,515044.7266,515044.7266,0.8414,
300917.SZ,573924.0,573924.0,2.5791,46.168
301266.SZ,405956.6174,427932.0594,3.348,155.7333
688399.SH,515223.9821,515223.9821,2.4035,
603737.SH,3179993.3086,3179993.3086,0.5822,40.9562
601158.SH,2112011.1558,2112011.1558,0.2694,25.107
603897.SH,1084819.5037,1084819.5037,3.933,35.5503
600539.SH,377890.0,377890.0,14.655,
001299.SZ,332944.1999,369831.2751,3.9921,35.6725
002406.SZ,486588.0216,590021.8663,6.8616,34.1365
300121.SZ,580067.7121,601514.6561,12.8396,30.8777
600638.SH,418179.4041,418179.4041,3.4682,32.5859
300417.SZ,126555.8656,203728.6848,5.0111,
002756.SZ,2850054.8796,3969404.639,4.4607,41.3873
920245.BJ,98143.5698,128315.691,1.6243,81.1275
688022.SH,173943.6624,173943.6624,3.1764,86.2614
002404.SZ,316602.6845,389235.821,1.8884,20.9824
600057.SH,1412444.3607,1917397.8038,0.874,14.6893
000921.SZ,2163122.4388,3262732.9189,0.8944,10.5458
002496.SZ,279955.8945,357298.7534,2.8519,
601018.SH,7256486.8728,7256486.8728,0.3302,14.0529
600749.SH,358378.5513,358378.5513,4.4075,289.0608
002657.SZ,691414.1441,699486.9537,2.8952,
001259.SZ,261494.7445,404738.884,0.8746,325.0937
000981.SZ,4138309.9005,4348899.8363,11.8433,36.3758
301032.SZ,209113.5897,315402.4872,3.4934,28.0944
000408.SZ,13767594.6602,13767739.3322,0.8516,29.4255
600117.SH,800758.2548,800758.2548,0.6269,
000601.SZ,863836.0453,875954.5557,34.5697,87.9861
600919.SH,20553483.3986,20553483.3986,0.4519,5.822
300980.SZ,332394.0942,466660.3692,5.8111,77.9925
605266.SH,304604.1111,304604.1111,0.7732,20.2296
603326.SH,263959.3211,263959.3211,1.1476,18.4287
688236.SH,497249.872,661272.094,0.4477,23.9433
002241.SZ,7960188.72,8991570.2191,4.0316,22.6234
603092.SH,249987.6301,2892400.7231,5.961,32.239
300775.SZ,1605555.823,1653603.9143,4.2582,61.0773
300043.SZ,676482.2245,676843.9301,3.4665,16.8784
603685.SH,667456.0198,831399.2318,2.015,233.6806
688526.SH,678216.3215,678216.3215,0.2788,17.4025
000301.SZ,8630212.9282,8634267.3347,0.5422,70.4833
920002.BJ,291952.074,417034.7017,5.3731,70.1455
002164.SZ,624667.2362,692890.1431,3.1635,34.3297
301077.SZ,286875.7054,511427.3756,6.2088,39.955
300248.SZ,395953.1574,461105.2444,1.9336,77.938
001914.SZ,1075844.0952,1075847.975,0.5419,16.0958
920247.BJ,279086.8495,384722.853,3.5737,83.8439
603171.SH,2326967.37,2329575.885,1.3778,163.1669
000735.SZ,734272.6158,734665.6628,1.6203,
603303.SH,962951.0969,962951.0969,1.0957,39.0258
002099.SZ,925601.488,927523.84,1.9428,
920726.BJ,102768.9303,186869.46,6.9306,60.7691
300997.SZ,770754.3045,849136.015,2.9599,180.3526
600548.SH,1551555.5146,2296759.7949,0.1936,19.4536
920080.BJ,57025.6899,206006.0,2.5707,26.1029
600381.SH,297052.7349,297052.7349,0.295,
600602.SH,2435444.8783,3100515.7225,6.1765,158.064
002707.SZ,516397.7775,586680.8747,2.2608,
000603.SZ,2495519.3317,2582555.2621,3.2665,42.7875
301002.SZ,530902.3945,842949.4275,17.2913,741.4082
000042.SZ,670079.3993,670814.6193,0.9661,
601069.SH,2835454.2638,2911553.1971,1.9302,30.3676
002205.SZ,261109.7353,261109.7353,2.1346,
301066.SZ,384642.5055,387623.1332,4.9798,105.1862
301238.SZ,1558333.2625,1558333.2625,1.4489,48.3353
600980.SH,441741.0697,441741.0697,1.502,34.8515
600252.SH,735541.6692,735541.6692,1.4097,
002136.SZ,328760.6801,329625.66,4.3721,
300199.SZ,1679607.421,1990825.9713,9.2065,210.6347
603080.SH,322337.0,322337.0,4.2196,15.3154
002827.SZ,878779.9404,882114.464,1.4992,46.4621
688433.SH,4065179.5648,4065179.5648,1.6576,635.6636
603868.SH,1624788.0,1624788.0,0.3783,31.2629
603506.SH,246176.6683,246176.6683,1.1139,20.9557
688358.SH,373214.7181,373714.6681,1.4316,30.9081
605277.SH,755570.1096,769471.1414,2.046,35.3308
605167.SH,858677.8692,858677.8692,0.9847,39.7208
603650.SH,3479148.3229,3488261.7761,2.7984,59.6588
920469.BJ,95068.8609,129529.374,25.7724,
300804.SZ,141707.5,381322.0,16.3999,165.588
688777.SH,5937842.9244,5967942.6022,2.7076,150.6794
920078.BJ,64873.8,376080.0,30.5009,46.6899
301339.SZ,723646.0,737023.3164,0.8309,32.5882
603808.SH,359368.4342,359368.4342,1.9593,21.7879
688280.SH,337312.606,382463.6402,4.2831,364.284
920160.BJ,60457.536,268700.16,3.84,31.9423
600048.SH,7565320.2402,7565320.2402,1.1088,
000881.SZ,720274.6837,753504.3746,1.7444,
300335.SZ,267374.8999,332000.622,11.8765,81.1959
300811.SZ,2404612.8952,2932509.0312,3.1427,67.742
603262.SH,103580.712,1035625.89,2.5926,90.8314
601020.SH,2293441.2603,2293441.2603,3.8314,26.8041
603578.SH,268731.9777,348750.2404,4.3756,
000838.SZ,217075.7661,226695.207,5.8779,
603052.SH,2167958.8397,2167958.8397,3.987,
920168.BJ,59420.05,158540.7006,4.3806,22.5409
300748.SZ,3912169.7212,4762290.1462,3.5682,64.5423
001326.SZ,137340.7686,417093.6,5.9403,145.6557
001279.SZ,130520.0,522080.0,4.3614,132.7091
002126.SZ,4007610.5552,4272983.0356,2.7834,44.56
301479.SZ,621336.5206,1085377.0626,6.3225,59.089
920735.BJ,312039.4962,352816.1083,1.5394,14.3421
600366.SH,1463922.6799,1463922.6799,2.5531,35.6932
600350.SH,5318027.9075,5318027.9075,0.1067,16.4456
688320.SH,564942.132,564942.132,4.4591,
688819.SH,2572176.6,2572176.6,0.5947,20.6406
688170.SH,751840.64,751840.64,12.1491,447.8733
600601.SH,5504787.1388,5641340.6108,7.9321,90.2104
603778.SH,1448357.1409,1487074.8964,7.995,
603927.SH,1366229.76,1366229.76,1.3368,60.9002
920111.BJ,248450.8125,512009.85,11.9227,27.2183
603107.SH,312425.1651,483063.72,0.9572,31.0798
000006.SZ,1341884.9369,1341895.0757,4.6691,
600635.SH,1260190.4627,1538218.4657,2.7154,56.5776
002014.SZ,692495.7886,703753.154,0.3665,15.9958
300902.SZ,218392.0095,318155.8958,2.5771,
001213.SZ,1764444.4443,1764444.4443,0.3497,47.0975
002851.SZ,6099492.9961,7744371.3875,7.3035,505.5596
300447.SZ,392631.5364,608692.9209,6.3596,223.1351
002761.SZ,929256.678,1138064.7937,1.0337,40.6541
600072.SH,1465755.3885,2030379.0563,2.9414,
002343.SZ,279471.3687,279471.3687,2.8952,
002334.SZ,649750.6911,727302.6904,6.5485,50.7901
600745.SH,2444532.2374,2444532.2374,0.6066,
000777.SZ,756469.5617,756482.911,2.3103,48.0678
920651.BJ,108644.5173,159820.0,1.5553,20.9192
600740.SH,988978.7654,988978.7654,1.7067,73.1553
000811.SZ,3293279.8622,3340680.8975,7.5335,56.8264
603500.SH,332941.6781,333123.0362,1.5875,24.086
600354.SH,320375.8626,320375.8626,2.9957,104.6281
605006.SH,928274.8346,928274.8346,10.7957,
300512.SZ,297994.6249,376498.385,1.1365,120.489
300191.SZ,836780.685,1210560.0,9.7996,174.9156
300807.SZ,275593.5816,361018.0486,6.4777,
300582.SZ,364252.1925,490793.9863,13.8717,
600895.SH,5510237.4189,5510237.4189,2.6697,71.0839
603933.SH,535257.4589,535257.4589,4.0239,94.9951
605566.SH,469490.14,469490.14,3.8577,83.5622
300219.SZ,575205.6242,576266.0139,5.5206,56.8099
002338.SZ,1512240.0,1512240.0,2.4542,154.6126
301396.SZ,3338352.4291,5070377.5423,10.0525,1446.4507
000783.SZ,4750332.6623,4750332.6623,3.079,11.3019
600690.SH,13306444.4586,19955595.8952,1.1921,10.6613
002029.SZ,721965.4655,764950.5376,3.1922,32.8348
301197.SZ,438041.979,485535.12,17.8542,212.3422
300821.SZ,1850077.3365,1850400.0,7.4965,134.1794
920425.BJ,156974.453,188052.7887,6.4329,42.4158
000886.SZ,514337.3428,520123.6858,2.4537,35.9416
601968.SH,635338.1711,635338.1711,1.0536,32.4588
000801.SZ,1403052.0055,1403544.4922,1.544,81.5475
601021.SH,4495442.0787,4495442.0787,0.5236,17.1379
000665.SZ,542406.1351,542420.3091,2.0749,
688545.SH,1622754.0,3205440.0,14.4558,147.3182
688295.SH,4890600.0,4890600.0,2.2276,284.5563
688626.SH,981120.0,981120.0,1.4172,121.8367
688775.SH,697984.0,8533280.0,6.7206,101.9301
300900.SZ,1178642.9618,1504236.3331,19.534,
603798.SH,478535.0469,478535.0469,3.6612,110.792
600862.SH,2839034.0801,2839034.0801,1.6397,30.7272
300159.SZ,757204.7004,1352363.0437,2.2572,95.4094
000034.SZ,2480724.7676,2970332.3035,7.1225,54.8373
600721.SH,311483.5844,311483.5844,3.0278,117.056
002608.SZ,3101803.437,3101803.437,1.5126,9.1742
920509.BJ,280511.6101,535421.0246,4.2802,75.8874
600641.SH,2850519.445,2900250.313,8.1711,
600993.SH,1103307.189,1105222.1765,0.8875,18.7165
601139.SH,1901527.1904,1901527.1904,1.8853,13.1876
300410.SZ,384736.3073,384736.3073,9.6824,96.0202
300301.SZ,280378.776,294603.413,1.4649,
300285.SZ,3510285.3901,4099862.6055,7.7516,66.4668
300458.SZ,2881739.2237,3604476.2903,4.5324,96.4767
605090.SH,3164030.6133,3170269.9596,4.0728,22.5133
688686.SH,1433577.4162,1433577.4162,1.3454,74.5884
002057.SZ,751053.9673,751622.0549,3.5911,41.8943
002233.SZ,1026613.707,1027381.6945,0.5978,16.6772
688332.SH,1605644.4348,1605644.4348,2.8095,11.7656
301376.SZ,343522.4585,713979.9617,3.0308,23.7918
300488.SZ,595632.3746,701971.5458,6.2712,38.4328
301185.SZ,246966.5913,273236.7456,1.8912,52.2468
600029.SH,7398856.855,9948411.3771,0.8414,32.2477
000519.SZ,2494073.1368,2494073.1368,2.4256,110.7065
300279.SZ,380790.366,382475.8012,6.6765,104.41
301529.SZ,675184.7618,1266195.3593,8.8454,93.4229
300619.SZ,671933.5572,798136.4312,5.1454,112.6746
300562.SZ,225042.9721,301905.5031,3.2621,33.1288
300958.SZ,130473.8289,224603.5177,3.5985,
603888.SH,1342728.9543,1342728.9543,2.2584,40.6965
300802.SZ,425456.2058,620710.9872,4.0146,68.7701
000401.SZ,1097274.8828,1108476.587,0.486,113.8415
600191.SH,562521.12,562521.12,1.5196,81.8608
300355.SZ,489132.1043,574318.665,1.7736,232.0567
920299.BJ,109676.6575,217613.9015,12.376,92.6373
300476.SZ,30699712.2334,34872153.5197,8.6352,74.5168
300416.SZ,833174.3789,839103.8799,3.545,32.2631
600250.SH,314042.5696,314042.5696,4.0646,315.8389
605358.SH,3460952.6106,3460952.6106,6.8897,
603682.SH,428085.0,428085.0,4.2687,
605289.SH,1690065.0,1700517.0,4.1002,196.6033
301518.SZ,188429.6787,512780.0404,4.3959,56.2629
688298.SH,466502.4,466502.4,1.6468,
603505.SH,1558770.6417,1558770.6417,2.4243,48.6878
600573.SH,342000.0,342000.0,7.9514,41.7593
300249.SZ,711182.3857,837367.6766,21.7564,254.2054
000059.SZ,812501.7974,812516.8088,1.4063,
600830.SH,455685.7152,455685.7152,2.6065,55.3966
688061.SH,455536.4353,455536.4353,1.6405,
600868.SH,675740.9297,675740.9297,7.1244,
605168.SH,1275442.7653,1275442.7653,8.3495,100.0559
920971.BJ,280248.1625,343637.7665,10.1357,80.9072
002202.SZ,8755203.7258,10994521.8481,6.8457,35.3147
600052.SH,376510.8545,376510.8545,4.7168,
601577.SH,3843773.5455,3844605.3888,0.4548,4.6697
301035.SZ,2111178.59,2114486.2052,0.847,22.1857
600125.SH,780702.0807,780702.0807,1.0467,14.483
002535.SZ,248517.4038,266960.4636,2.1487,
601888.SH,11871051.3075,12633003.5955,2.3582,31.6092
002402.SZ,2607948.4213,2945897.576,5.1524,44.3652
920089.BJ,145030.3092,254628.92,2.1979,15.4895
000790.SZ,272705.2009,273189.0814,3.7096,
603229.SH,817012.3907,817012.3907,1.0273,75.6259
600818.SH,142774.746,192868.746,11.1847,
002317.SZ,1662610.7973,1855398.2313,8.913,63.3315
920895.BJ,46295.1459,91060.164,1.4465,
601137.SH,1812671.2938,1814014.2938,4.3959,
603898.SH,391360.7429,391360.7429,0.9494,
600666.SH,1458813.7707,1604093.8307,17.3339,114.5528
603909.SH,313329.1143,313329.1143,1.1927,27.4248
601066.SH,14602268.4867,17437049.9037,0.184,15.4801
603061.SH,2662200.0,2662200.0,3.2343,114.0768
605086.SH,628454.4,628454.4,4.4462,54.8106
688223.SH,7568552.4306,7568552.4306,2.6526,
601399.SH,2971985.0267,2971985.0267,1.8119,61.9819
002820.SZ,229592.4612,229592.4612,2.0181,
920167.BJ,128897.4373,216972.258,6.0334,35.2882
002198.SZ,211619.2426,211631.6066,6.7459,76.8718
601866.SH,2652539.599,3589762.383,1.722,23.2783
688599.SH,4209594.1317,4209594.1317,2.5576,
600714.SH,725916.0317,725916.0317,8.9708,511.1742
603665.SH,489312.3449,492194.2791,1.968,
603121.SH,701441.8575,701441.8575,1.8179,
002937.SZ,1001030.8519,1003811.9943,3.4797,71.3902
300358.SZ,662728.8515,675762.4881,2.4444,20.4149
600369.SH,2771010.5047,2771010.5047,0.6341,24.5837
301015.SZ,1205626.7876,1205781.6326,1.0247,23.4764
300450.SZ,8171331.2621,8772920.3142,3.7726,54.6968
600359.SH,283464.0253,283464.0253,2.0418,
601949.SH,1071934.0144,1071934.0144,0.642,18.628
603899.SH,2225064.4308,2225064.4308,0.4051,16.7384
000862.SZ,447112.5667,653583.7436,13.1709,238.7587
300318.SZ,425529.0819,438675.5658,1.1732,
300610.SZ,205339.5568,263384.7755,2.6259,40.6318
603915.SH,1213456.823,1213456.823,2.3468,49.1245
300510.SZ,345545.4033,345545.4033,3.8954,
301226.SZ,446297.6,446297.6,4.4236,426.8295
600337.SH,455528.4094,455528.4094,6.7656,
920179.BJ,331437.5307,416083.5,8.0976,218.892
688580.SH,592536.9589,592536.9589,2.0166,35.6037
300849.SZ,277880.0548,378000.0,2.7141,
002633.SZ,298389.2438,299550.0,2.6268,315.239
301607.SZ,570301.5137,879655.0848,7.1906,32.3056
300543.SZ,238189.2652,291665.51,1.9169,
920992.BJ,73525.9245,145096.401,2.2831,72.2001
002309.SZ,1243970.4032,1554963.004,4.9587,436.0766
688309.SH,623299.9617,623299.9617,2.3782,92.095
002800.SZ,258872.8584,266595.1203,2.6883,
000755.SZ,777674.4039,777674.4039,1.1708,16.5354
002996.SZ,301823.6321,485341.7061,2.5523,20.9751
688486.SH,1119229.7375,1119297.3755,2.3283,61.674
600012.SH,1853304.0,2716661.1035,0.2308,14.5844
002405.SZ,2188339.3057,2202332.7482,2.9021,197.4255
600105.SH,7893309.936,7893309.936,13.0221,768.6386
601999.SH,375723.8254,375723.8254,1.6337,35.8858
603969.SH,849606.8,871533.8,3.6736,24.0999
002216.SZ,890269.3733,1241407.8758,1.2628,20.5015
920177.BJ,40342.644,179300.64,18.5161,22.375
600547.SH,12140915.2026,15484753.2745,1.4275,30.0159
001382.SZ,138537.0,905988.0,17.893,94.5172
002522.SZ,654329.3725,654878.4968,15.4386,111.0726
300861.SZ,894353.5647,1424301.7328,5.7742,34.5954
600561.SH,199133.76,199133.76,1.9598,137.8177
300368.SZ,626269.0744,626269.0744,5.1308,
000553.SZ,1504356.7251,1609899.9303,0.8097,
601600.SH,15294276.9635,19916921.7106,1.9626,13.5827
300631.SZ,357617.1194,369592.8893,2.7638,51.4473
300535.SZ,149823.2909,197558.6671,3.2338,89.1717
000533.SZ,982834.944,991320.96,21.1149,99.7712
003031.SZ,5649662.5639,7491536.9351,4.9438,118.3303
002009.SZ,975755.1002,1108554.7185,22.3837,299.6946
600106.SH,792098.937,792098.937,2.5017,93.0304
000586.SZ,362687.43,366955.68,11.5698,
688013.SH,267407.702,267407.702,2.3823,32.7338
601800.SH,7989369.635,11034208.7846,0.4075,8.2424
603568.SH,3525045.9818,3531414.4418,0.2683,18.2319
688425.SH,2474742.608,2474742.608,0.4243,17.6872
688428.SH,689684.4727,4535134.9566,3.4834,62.0982
002273.SZ,5286226.1889,5397043.6497,5.8673,45.0414
600487.SH,18094340.325,18251302.7018,5.8522,56.5257
002881.SZ,738075.2425,1225245.2389,2.6253,85.639
301092.SZ,247231.2837,545809.6472,7.6259,58.2406
920720.BJ,91189.1571,326346.1309,2.5844,56.7578
600673.SH,11414924.7964,11445337.8894,4.0712,980.7183
688733.SH,731177.1954,731177.1954,6.3344,
300143.SZ,738728.7886,863368.2478,2.3341,134.2593
002298.SZ,735422.5265,823743.4328,10.5924,
300292.SZ,762190.3073,916425.4772,26.3185,74.1556
688258.SH,1599077.5284,1599077.5284,5.7507,132.8055
688073.SH,507126.8498,507126.8498,1.2593,30.2085
300855.SZ,1136376.8593,1534266.6885,2.6725,73.3546
301215.SZ,825177.6,826113.6,0.771,35.859
002839.SZ,1086698.9254,1087733.5134,0.8764,5.4576
601916.SH,6441786.3529,8211926.1529,0.3783,6.3295
301632.SZ,149454.48,853862.4,2.6331,63.8267
000949.SZ,1371536.3962,1371913.1354,6.1999,47.9104
002380.SZ,548622.9934,925887.7818,15.6879,60.029
603013.SH,1070818.6213,1070818.6213,0.581,19.0878
603268.SH,3674150.7236,15291699.8289,2.7506,40.573
603739.SH,367144.8846,367144.8846,1.1824,47.0092
301178.SZ,295274.8091,398977.5104,4.2456,509.4677
002446.SZ,900339.4884,972171.4989,5.9989,139.7584
003011.SZ,178741.7142,238824.376,2.7297,27.7338
688334.SH,325734.153,657218.9714,3.8057,26.0651
000021.SZ,5405259.8159,5406052.0397,11.5224,45.0907
688371.SH,1274794.9528,1274794.9528,4.5887,4746.6009
603360.SH,1550160.9205,1550160.9205,4.0066,89.8705
002928.SZ,1021309.8249,1021314.9985,1.9205,15.0642
688515.SH,1046705.594,1680800.0,12.0365,
000875.SZ,2282845.1077,2477425.8376,3.4098,149.3619
600521.SH,2480946.7894,2480946.7894,1.6268,66.4828
300215.SZ,674184.7683,674184.7683,6.6146,235.6234
001306.SZ,107025.9464,433983.393,5.394,
300884.SZ,248067.2123,329006.2147,2.5671,263.3901
688488.SH,699341.0269,699341.0269,1.1645,
002663.SZ,390929.6052,394646.8986,2.9335,
600221.SH,6555363.7847,6611991.7779,0.8889,19.2628
002572.SZ,791528.2983,1170102.3043,1.9196,13.7538
002112.SZ,561374.3961,630029.206,15.8421,387.9572
600187.SH,238839.6032,238839.6032,4.3759,
002759.SZ,1786859.3756,1788431.752,8.4494,59.3564
000716.SZ,407756.514,415591.9956,6.4959,
603519.SH,361406.8775,361406.8775,3.4899,23.2122
300925.SZ,635433.6666,779392.862,3.135,78.4308
300153.SZ,1010698.1247,1016000.0,10.1483,176.9241
688035.SH,1201785.76,1201785.76,6.9484,104.6143
301025.SZ,309854.5273,447545.9092,2.9506,401.8565
002083.SZ,987015.1101,987344.4895,3.928,20.5118
301311.SZ,394080.0,394080.0,1.4207,
600335.SH,878027.9622,878027.9622,0.6292,21.2268
301293.SZ,1399269.6027,1399269.6027,3.5879,229.7515
300537.SZ,393373.4751,538634.5024,7.1982,471.8691
300658.SZ,438375.0621,660536.7484,8.2521,108.5871
002733.SZ,996667.1748,1038148.6949,5.1131,129.9862
688071.SH,311093.4974,311093.4974,4.5202,
601665.SH,3895382.3183,3895382.3183,0.7659,6.5961
605298.SH,1102605.92,1112072.0,2.315,194.1365
603948.SH,468293.7793,468293.7793,4.0981,20.0751
002796.SZ,1155619.1302,1280762.2611,8.5912,
600655.SH,1855456.6722,1856702.5962,0.4187,
600307.SH,1064770.7621,1064770.7621,1.4286,
601006.SH,10778740.0781,10778740.0781,0.4949,18.8657
603828.SH,350412.4995,350424.5729,0.6169,
603955.SH,338214.24,338214.24,1.4293,
002763.SZ,299667.2154,404594.988,7.6912,58.2157
603711.SH,615595.2831,615595.2831,1.7362,29.6807
600982.SH,738751.7676,738751.7676,17.1937,19.5356
300921.SZ,319213.0695,511508.4063,7.8155,172.1771
920275.BJ,94714.6261,114433.1168,0.8011,302.7974
300953.SZ,2796330.8716,3894575.061,4.2568,53.9514
600246.SH,2366796.42,2432620.32,5.8749,
600739.SH,1785171.3553,1785171.3553,0.7446,18.9886
300790.SZ,1129035.0134,1301185.8159,10.552,51.2226
300054.SZ,5128683.042,6587191.2424,5.7722,79.3478
688049.SH,881969.1178,881969.1178,4.5641,41.6344
301069.SZ,954693.9503,1013750.7503,2.4876,72.9296
688130.SH,166386.8594,333659.4194,6.322,
688319.SH,1566501.5352,1567659.1896,2.6896,277.3471
688395.SH,277112.704,277112.704,2.708,64.5937
600963.SH,775087.4236,775087.4236,1.4609,
688720.SH,510390.8827,797782.9394,10.474,150.2683
600284.SH,699554.576,699554.576,3.0272,24.8243
000651.SZ,22209522.1044,22528853.8903,0.6755,7.7204
300931.SZ,331382.6368,412810.974,7.76,
002809.SZ,194785.9455,275338.2041,15.1755,
688103.SH,610305.5691,610305.5691,2.1123,93.363
600826.SH,702434.5393,702434.5393,1.6017,20.8385
002182.SZ,1370094.9136,1570006.0284,2.3963,
001209.SZ,210927.726,288692.3704,4.0848,126.1218
601696.SH,3433608.0,3433608.0,1.1505,30.4818
001356.SZ,238368.339,700112.16,4.8665,98.1894
002582.SZ,421693.4831,548442.1665,6.7598,2.8308
001298.SZ,950102.1527,1008622.711,5.0515,85.7431
688510.SH,892757.7715,892757.7715,2.3773,97.7907
301528.SZ,231919.6811,450013.0,4.6215,74.8661
301167.SZ,124539.4876,196560.0,3.3704,92.591
001286.SZ,1574099.7668,4372500.0,2.2796,13.6881
600203.SH,754873.8284,754873.8284,3.5452,197.6144
000852.SZ,679137.0409,686384.8007,1.5892,
002390.SZ,614965.2202,620088.7459,1.2905,48.559
300708.SZ,685163.7551,906053.114,10.5348,52.3211
301171.SZ,1983399.3356,2449244.8377,15.497,634.0893
301662.SZ,535534.762,1393120.0,4.49,117.4802
001309.SZ,11642121.0993,16370316.9096,11.8258,39.8926
603416.SH,821267.01,926803.6574,2.7053,35.3035
000550.SZ,971081.4987,1616799.822,0.6824,13.2314
300173.SZ,292420.8278,292420.8278,2.2559,
002455.SZ,668741.7167,731132.05,9.4208,
600512.SH,368277.9978,369764.1471,2.4306,314.083
601877.SH,7214088.8524,7214088.8524,2.5371,15.6653
600126.SH,3059733.3092,3059733.3092,3.9746,445.101
300151.SZ,734364.493,1060758.8483,8.3217,166.2495
000726.SZ,371281.9793,515041.1324,1.6523,9.5574
002813.SZ,300958.6043,301320.0,2.5792,
002274.SZ,585217.8571,594275.5391,1.8915,
601228.SH,2406705.501,2406705.501,0.3907,30.362
601326.SH,1636600.296,1922069.728,0.556,11.9136
300587.SZ,645251.4692,795838.7726,2.1039,
688070.SH,395416.476,395416.476,1.7931,195.27
002997.SZ,728438.211,728438.211,3.6303,18.1596
002170.SZ,1034288.1959,1275042.143,2.4227,12.5697
300075.SZ,702542.6428,846600.4054,3.0222,
000820.SZ,112847.4133,245690.968,2.7967,
000797.SZ,436603.3162,436669.6723,1.614,
002251.SZ,843769.0706,1053970.2781,5.1128,95.6239
605005.SH,754682.0,754682.0,0.7704,37.843
002842.SZ,1023915.4372,1247835.6175,21.7221,32.3347
301408.SZ,449905.2269,786019.65,10.0068,37.5235
600390.SH,2316503.7114,2316503.7114,0.7649,43.8849
688617.SH,3233664.8671,3233664.8671,1.1009,37.3005
603369.SH,3578316.1062,3578316.1062,1.6132,15.2622
300657.SZ,1769070.7755,1820506.4393,9.3898,102.0772
603409.SH,155470.3601,541802.97,3.8505,33.8788
301682.SZ,362209.8629,1713967.4972,15.1547,53.5781
600992.SH,295823.63,295823.63,3.6016,
300012.SZ,2221287.837,2611749.3881,1.6933,24.6731
601601.SH,24080855.8387,33844361.2387,0.7341,6.2769
